일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,11.0,0.000,0.060,0.367,0.00
3,0.002,12.0,0.080,0.080,0.400,0.16
4,0.019,13.0,0.090,0.090,0.433,0.18
5,0.035,13.0,0.110,0.110,0.433,0.22
6,0.050,14.0,0.120,0.120,0.467,0.24
7,0.067,15.0,0.140,0.140,0.500,0.28
8,0.083,16.0,0.150,0.150,0.533,0.30
9,0.098,16.0,0.170,0.170,0.533,0.34
10,0.115,17.0,0.180,0.180,0.567,0.36
11,0.130,18.0,0.190,0.190,0.600,0.38
12,0.146,18.0,0.210,0.210,0.600,0.42
13,0.162,19.0,0.220,0.220,0.633,0.44
14,0.178,19.0,0.240,0.240,0.633,0.48
15,0.195,20.0,0.250,0.250,0.667,0.50
16,0.210,20.0,0.270,0.270,0.667,0.54
17,0.227,21.0,0.280,0.280,0.700,0.56
18,0.243,21.0,0.300,0.300,0.700,0.60
19,0.259,21.0,0.310,0.310,0.700,0.62
20,0.275,21.0,0.330,0.330,0.700,0.66
21,0.291,21.0,0.340,0.340,0.700,0.68
22,0.307,22.0,0.360,0.360,0.733,0.72
23,0.323,22.0,0.370,0.370,0.733,0.74
24,0.339,22.0,0.390,0.390,0.733,0.78
25,0.354,23.0,0.400,0.400,0.767,0.80
26,0.370,23.0,0.420,0.420,0.767,0.84
27,0.386,24.0,0.430,0.430,0.800,0.86
28,0.402,25.0,0.440,0.440,0.833,0.88
29,0.419,25.0,0.460,0.460,0.833,0.92
30,0.435,26.0,0.470,0.470,0.867,0.94
31,0.450,27.0,0.490,0.490,0.900,0.98
32,0.466,27.0,0.500,0.500,0.900,1.00
33,0.483,28.0,0.520,0.520,0.933,1.04
34,0.499,28.0,0.530,0.530,0.933,1.06
35,0.515,28.0,0.550,0.550,0.933,1.10
36,0.531,26.0,0.560,0.560,0.867,1.12
37,0.547,25.0,0.580,0.580,0.833,1.16
38,0.563,24.0,0.590,0.590,0.800,1.18
39,0.579,24.0,0.610,0.610,0.800,1.22
40,0.595,24.0,0.620,0.620,0.800,1.24
41,0.611,24.0,0.640,0.640,0.800,1.28
42,0.627,24.0,0.650,0.650,0.800,1.30
43,0.643,24.0,0.660,0.660,0.800,1.32
44,0.659,24.0,0.680,0.680,0.800,1.36
45,0.675,24.0,0.690,0.690,0.800,1.38
46,0.691,24.0,0.710,0.710,0.800,1.42
47,0.707,25.0,0.720,0.720,0.833,1.44
48,0.723,26.0,0.740,0.740,0.867,1.48
49,0.740,26.0,0.750,0.750,0.867,1.50
50,0.755,27.0,0.770,0.770,0.900,1.54
51,0.771,28.0,0.780,0.780,0.933,1.56
52,0.787,29.0,0.800,0.800,0.967,1.60
53,0.803,29.0,0.810,0.810,0.967,1.62
54,0.819,30.0,0.830,0.830,1.000,1.66
55,0.835,31.0,0.840,0.840,1.033,1.68
56,0.851,31.0,0.850,0.850,1.033,1.70
57,0.867,32.0,0.870,0.870,1.067,1.74
58,0.883,33.0,0.880,0.880,1.100,1.76
59,0.899,33.0,0.900,0.900,1.100,1.80
60,0.915,34.0,0.910,0.910,1.133,1.82
61,0.931,35.0,0.930,0.930,1.167,1.86
62,0.947,35.0,0.940,0.940,1.167,1.88
63,0.962,36.0,0.960,0.960,1.200,1.92
64,0.978,36.0,0.970,0.970,1.200,1.94
65,0.995,37.0,0.990,0.990,1.233,1.98
66,1.011,37.0,1.000,1.000,1.233,2.00
67,1.027,37.0,1.020,1.020,1.233,2.04
68,1.043,38.0,1.030,1.030,1.267,2.06
69,1.059,38.0,1.040,1.040,1.267,2.08
70,1.075,39.0,1.060,1.060,1.300,2.12
71,1.091,39.0,1.070,1.070,1.300,2.14
72,1.107,39.0,1.090,1.090,1.300,2.18
73,1.124,40.0,1.100,1.100,1.333,2.20
74,1.139,40.0,1.120,1.120,1.333,2.24
75,1.155,41.0,1.130,1.130,1.367,2.26
76,1.171,41.0,1.150,1.150,1.367,2.30
77,1.187,41.0,1.160,1.160,1.367,2.32
78,1.203,42.0,1.180,1.180,1.400,2.36
79,1.219,42.0,1.190,1.190,1.400,2.38
80,1.235,42.0,1.210,1.210,1.400,2.42
81,1.251,43.0,1.220,1.220,1.433,2.44
82,1.267,43.0,1.230,1.230,1.433,2.46
83,1.283,43.0,1.250,1.250,1.433,2.50
84,1.299,43.0,1.260,1.260,1.433,2.52
85,1.315,44.0,1.280,1.280,1.467,2.56
86,1.331,44.0,1.290,1.290,1.467,2.58
87,1.347,44.0,1.310,1.310,1.467,2.62
88,1.363,44.0,1.320,1.320,1.467,2.64
89,1.379,45.0,1.340,1.340,1.500,2.68
90,1.395,45.0,1.350,1.350,1.500,2.70
91,1.411,45.0,1.370,1.370,1.500,2.74
92,1.427,45.0,1.380,1.380,1.500,2.76
93,1.443,45.0,1.390,1.390,1.500,2.78
94,1.459,46.0,1.410,1.410,1.533,2.82
95,1.475,46.0,1.420,1.420,1.533,2.84
96,1.491,46.0,1.440,1.440,1.533,2.88
97,1.507,46.0,1.450,1.450,1.533,2.90
98,1.523,46.0,1.470,1.470,1.533,2.94
99,1.539,46.0,1.480,1.480,1.533,2.96
100,1.555,46.0,1.500,1.500,1.533,3.00
101,1.572,46.0,1.510,1.510,1.533,3.02
102,1.588,46.0,1.530,1.530,1.533,3.06
103,1.603,46.0,1.540,1.540,1.533,3.08
