일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,17.0,0.000,0.070,0.436,0.00
3,0.009,20.2,0.080,0.080,0.518,8.00
4,0.026,23.4,0.100,0.100,0.600,10.00
5,0.043,26.3,0.110,0.110,0.674,11.00
6,0.058,29.0,0.130,0.130,0.744,13.00
7,0.075,31.6,0.140,0.140,0.810,14.00
8,0.090,34.1,0.160,0.160,0.874,16.00
9,0.106,36.7,0.170,0.170,0.941,17.00
10,0.122,38.8,0.190,0.190,0.995,19.00
11,0.138,42.0,0.200,0.200,1.077,20.00
12,0.154,45.1,0.220,0.220,1.156,22.00
13,0.170,48.3,0.230,0.230,1.238,23.00
14,0.187,51.6,0.250,0.250,1.323,25.00
15,0.202,55.0,0.260,0.260,1.410,26.00
16,0.219,58.4,0.280,0.280,1.497,28.00
17,0.235,61.9,0.290,0.290,1.587,29.00
18,0.251,65.3,0.300,0.300,1.674,30.00
19,0.266,68.8,0.320,0.320,1.764,32.00
20,0.283,72.3,0.330,0.330,1.854,33.00
21,0.299,75.8,0.350,0.350,1.944,35.00
22,0.314,79.2,0.360,0.360,2.031,36.00
23,0.330,80.9,0.380,0.380,2.074,38.00
24,0.346,84.7,0.390,0.390,2.172,39.00
25,0.362,88.9,0.410,0.410,2.279,41.00
26,0.379,92.9,0.420,0.420,2.382,42.00
27,0.394,96.6,0.440,0.440,2.477,44.00
28,0.410,100.2,0.450,0.450,2.569,45.00
29,0.426,103.8,0.470,0.470,2.662,47.00
30,0.443,107.3,0.480,0.480,2.751,48.00
31,0.459,110.8,0.500,0.500,2.841,50.00
32,0.475,114.2,0.510,0.510,2.928,51.00
33,0.491,117.6,0.520,0.520,3.015,52.00
34,0.507,121.0,0.540,0.540,3.103,54.00
35,0.523,124.3,0.550,0.550,3.187,55.00
36,0.539,126.8,0.570,0.570,3.251,57.00
37,0.555,129.4,0.580,0.580,3.318,58.00
38,0.571,133.3,0.600,0.600,3.418,60.00
39,0.587,137.0,0.610,0.610,3.513,61.00
40,0.603,140.5,0.630,0.630,3.603,63.00
41,0.618,144.0,0.640,0.640,3.692,64.00
42,0.634,147.3,0.660,0.660,3.777,66.00
43,0.650,150.5,0.670,0.670,3.859,67.00
44,0.667,153.8,0.690,0.690,3.944,69.00
45,0.683,157.0,0.700,0.700,4.026,70.00
46,0.699,160.1,0.720,0.720,4.105,72.00
47,0.715,163.2,0.730,0.730,4.185,73.00
48,0.730,166.3,0.740,0.740,4.264,74.00
49,0.746,169.5,0.760,0.760,4.346,76.00
50,0.763,171.2,0.770,0.770,4.390,77.00
51,0.779,174.9,0.790,0.790,4.485,79.00
52,0.795,178.4,0.800,0.800,4.574,80.00
53,0.811,181.7,0.820,0.820,4.659,82.00
54,0.827,184.9,0.830,0.830,4.741,83.00
55,0.843,188.1,0.850,0.850,4.823,85.00
56,0.859,191.1,0.860,0.860,4.900,86.00
57,0.874,194.1,0.880,0.880,4.977,88.00
58,0.890,197.1,0.890,0.890,5.054,89.00
59,0.906,200.0,0.910,0.910,5.128,91.00
60,0.923,202.9,0.920,0.920,5.203,92.00
61,0.938,205.9,0.940,0.940,5.279,94.00
62,0.954,208.8,0.950,0.950,5.354,95.00
63,0.971,210.3,0.960,0.960,5.392,96.00
64,0.986,213.7,0.980,0.980,5.479,98.00
65,1.003,217.0,0.990,0.990,5.564,99.00
66,1.018,220.2,1.010,1.010,5.646,101.00
67,1.035,223.1,1.020,1.020,5.721,102.00
68,1.050,226.0,1.040,1.040,5.795,104.00
69,1.066,228.8,1.050,1.050,5.867,105.00
70,1.082,231.5,1.070,1.070,5.936,107.00
71,1.099,234.2,1.080,1.080,6.005,108.00
72,1.114,236.8,1.100,1.100,6.072,110.00
73,1.131,239.4,1.110,1.110,6.138,111.00
74,1.147,242.0,1.120,1.120,6.205,112.00
75,1.163,244.5,1.140,1.140,6.269,114.00
76,1.178,245.7,1.150,1.150,6.300,115.00
77,1.195,248.2,1.170,1.170,6.364,117.00
78,1.211,251.2,1.180,1.180,6.441,118.00
79,1.227,254.0,1.200,1.200,6.513,120.00
80,1.243,256.6,1.210,1.210,6.579,121.00
81,1.259,259.2,1.230,1.230,6.646,123.00
82,1.275,261.7,1.240,1.240,6.710,124.00
83,1.291,264.2,1.260,1.260,6.774,126.00
84,1.306,266.6,1.270,1.270,6.836,127.00
85,1.322,268.9,1.290,1.290,6.895,129.00
86,1.339,271.3,1.300,1.300,6.956,130.00
87,1.354,273.7,1.310,1.310,7.018,131.00
88,1.371,276.2,1.330,1.330,7.082,133.00
89,1.386,278.1,1.340,1.340,7.131,134.00
90,1.404,281.0,1.360,1.360,7.205,136.00
91,1.420,283.9,1.370,1.370,7.279,137.00
92,1.435,286.6,1.390,1.390,7.349,139.00
93,1.451,289.3,1.400,1.400,7.418,140.00
94,1.467,292.0,1.420,1.420,7.487,142.00
95,1.483,294.6,1.430,1.430,7.554,143.00
96,1.499,297.2,1.450,1.450,7.621,145.00
97,1.515,299.8,1.460,1.460,7.687,146.00
98,1.531,302.4,1.470,1.470,7.754,147.00
99,1.547,304.9,1.490,1.490,7.818,149.00
100,1.563,307.3,1.500,1.500,7.879,150.00
101,1.579,309.8,1.520,1.520,7.944,152.00
102,1.595,312.2,1.530,1.530,8.005,153.00
103,1.611,314.2,1.550,1.550,8.056,155.00
