일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,16.0,0.000,0.070,0.410,0.00
3,0.010,18.9,0.080,0.080,0.485,8.00
4,0.026,22.0,0.100,0.100,0.564,10.00
5,0.041,25.1,0.110,0.110,0.644,11.00
6,0.058,28.2,0.130,0.130,0.723,13.00
7,0.074,31.1,0.140,0.140,0.797,14.00
8,0.090,33.6,0.160,0.160,0.862,16.00
9,0.106,35.3,0.170,0.170,0.905,17.00
10,0.122,38.0,0.190,0.190,0.974,19.00
11,0.138,40.7,0.200,0.200,1.044,20.00
12,0.154,43.6,0.220,0.220,1.118,22.00
13,0.170,46.7,0.230,0.230,1.197,23.00
14,0.186,49.8,0.250,0.250,1.277,25.00
15,0.202,53.0,0.260,0.260,1.359,26.00
16,0.218,56.2,0.280,0.280,1.441,28.00
17,0.234,59.5,0.290,0.290,1.526,29.00
18,0.250,62.7,0.300,0.300,1.608,30.00
19,0.265,66.0,0.320,0.320,1.692,32.00
20,0.282,69.2,0.330,0.330,1.774,33.00
21,0.298,72.4,0.350,0.350,1.856,35.00
22,0.314,74.8,0.360,0.360,1.918,36.00
23,0.330,78.2,0.380,0.380,2.005,38.00
24,0.346,81.9,0.390,0.390,2.100,39.00
25,0.362,85.4,0.410,0.410,2.190,41.00
26,0.379,88.8,0.420,0.420,2.277,42.00
27,0.395,92.1,0.440,0.440,2.362,44.00
28,0.410,95.4,0.450,0.450,2.446,45.00
29,0.426,98.6,0.470,0.470,2.528,47.00
30,0.443,101.8,0.480,0.480,2.610,48.00
31,0.458,105.0,0.500,0.500,2.692,50.00
32,0.473,108.1,0.510,0.510,2.772,51.00
33,0.489,111.3,0.530,0.530,2.854,53.00
34,0.506,114.4,0.540,0.540,2.933,54.00
35,0.522,116.8,0.550,0.550,2.995,55.00
36,0.538,120.4,0.570,0.570,3.087,57.00
37,0.554,123.8,0.580,0.580,3.174,58.00
38,0.570,127.1,0.600,0.600,3.259,60.00
39,0.586,130.3,0.610,0.610,3.341,61.00
40,0.602,133.5,0.630,0.630,3.423,63.00
41,0.619,136.6,0.640,0.640,3.503,64.00
42,0.634,139.7,0.660,0.660,3.582,66.00
43,0.650,142.7,0.670,0.670,3.659,67.00
44,0.666,145.7,0.690,0.690,3.736,69.00
45,0.682,148.7,0.700,0.700,3.813,70.00
46,0.698,151.6,0.720,0.720,3.887,72.00
47,0.714,154.6,0.730,0.730,3.964,73.00
48,0.730,157.5,0.740,0.740,4.038,74.00
49,0.746,159.9,0.760,0.760,4.100,76.00
50,0.762,163.2,0.770,0.770,4.185,77.00
51,0.778,166.2,0.790,0.790,4.262,79.00
52,0.794,169.1,0.800,0.800,4.336,80.00
53,0.811,171.9,0.820,0.820,4.408,82.00
54,0.826,174.7,0.830,0.830,4.479,83.00
55,0.842,177.4,0.850,0.850,4.549,85.00
56,0.859,180.1,0.860,0.860,4.618,86.00
57,0.874,182.7,0.880,0.880,4.685,88.00
58,0.891,185.3,0.890,0.890,4.751,89.00
59,0.907,187.9,0.910,0.910,4.818,91.00
60,0.922,190.5,0.920,0.920,4.885,92.00
61,0.938,193.1,0.930,0.930,4.951,93.00
62,0.954,194.4,0.950,0.950,4.985,95.00
63,0.970,197.3,0.960,0.960,5.059,96.00
64,0.987,200.3,0.980,0.980,5.136,98.00
65,1.002,203.0,0.990,0.990,5.205,99.00
66,1.018,205.6,1.010,1.010,5.272,101.00
67,1.034,208.0,1.020,1.020,5.333,102.00
68,1.050,210.4,1.040,1.040,5.395,104.00
69,1.066,212.6,1.050,1.050,5.451,105.00
70,1.082,214.8,1.070,1.070,5.508,107.00
71,1.098,216.9,1.080,1.080,5.562,108.00
72,1.114,219.0,1.100,1.100,5.615,110.00
73,1.130,221.0,1.110,1.110,5.667,111.00
74,1.146,223.0,1.120,1.120,5.718,112.00
75,1.162,224.1,1.140,1.140,5.746,114.00
76,1.178,226.6,1.150,1.150,5.810,115.00
77,1.194,229.0,1.170,1.170,5.872,117.00
78,1.210,231.2,1.180,1.180,5.928,118.00
79,1.226,233.3,1.200,1.200,5.982,120.00
80,1.242,235.3,1.210,1.210,6.033,121.00
81,1.258,237.1,1.230,1.230,6.079,123.00
82,1.274,239.0,1.240,1.240,6.128,124.00
83,1.290,240.7,1.260,1.260,6.172,126.00
84,1.306,242.5,1.270,1.270,6.218,127.00
85,1.322,244.3,1.290,1.290,6.264,129.00
86,1.339,246.0,1.300,1.300,6.308,130.00
87,1.354,247.8,1.310,1.310,6.354,131.00
88,1.370,249.0,1.330,1.330,6.385,133.00
89,1.386,250.9,1.340,1.340,6.433,134.00
90,1.402,252.9,1.360,1.360,6.485,136.00
91,1.419,254.7,1.370,1.370,6.531,137.00
92,1.434,256.5,1.390,1.390,6.577,139.00
93,1.451,258.3,1.400,1.400,6.623,140.00
94,1.466,260.1,1.420,1.420,6.669,142.00
95,1.483,261.8,1.430,1.430,6.713,143.00
96,1.498,263.6,1.450,1.450,6.759,145.00
97,1.515,265.3,1.460,1.460,6.803,146.00
98,1.531,267.0,1.470,1.470,6.846,147.00
99,1.547,268.7,1.490,1.490,6.890,149.00
100,1.563,270.4,1.500,1.500,6.933,150.00
101,1.579,271.6,1.520,1.520,6.964,152.00
102,1.594,273.2,1.530,1.530,7.005,153.00
103,1.610,275.2,1.550,1.550,7.056,155.00
