일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,16.4,0.000,0.060,0.421,0.00
3,0.010,19.1,0.080,0.080,0.490,8.00
4,0.026,20.3,0.090,0.090,0.521,9.00
5,0.043,22.5,0.110,0.110,0.577,11.00
6,0.058,24.4,0.120,0.120,0.626,12.00
7,0.074,26.5,0.140,0.140,0.679,14.00
8,0.090,28.8,0.150,0.150,0.738,15.00
9,0.106,31.2,0.170,0.170,0.800,17.00
10,0.122,33.8,0.180,0.180,0.867,18.00
11,0.138,36.5,0.200,0.200,0.936,20.00
12,0.153,39.2,0.210,0.210,1.005,21.00
13,0.170,42.1,0.230,0.230,1.079,23.00
14,0.186,45.1,0.240,0.240,1.156,24.00
15,0.202,48.1,0.260,0.260,1.233,26.00
16,0.217,51.2,0.270,0.270,1.313,27.00
17,0.233,53.6,0.290,0.290,1.374,29.00
18,0.249,56.1,0.300,0.300,1.438,30.00
19,0.266,60.2,0.320,0.320,1.544,32.00
20,0.283,64.0,0.330,0.330,1.641,33.00
21,0.299,67.7,0.350,0.350,1.736,35.00
22,0.314,71.3,0.360,0.360,1.828,36.00
23,0.330,74.8,0.370,0.370,1.918,37.00
24,0.346,78.3,0.390,0.390,2.008,39.00
25,0.362,81.7,0.400,0.400,2.095,40.00
26,0.379,85.2,0.420,0.420,2.185,42.00
27,0.394,88.6,0.430,0.430,2.272,43.00
28,0.410,91.9,0.450,0.450,2.356,45.00
29,0.427,95.3,0.460,0.460,2.444,46.00
30,0.442,98.6,0.480,0.480,2.528,48.00
31,0.459,100.4,0.490,0.490,2.574,49.00
32,0.473,104.3,0.510,0.510,2.674,51.00
33,0.490,108.2,0.520,0.520,2.774,52.00
34,0.506,111.8,0.540,0.540,2.867,54.00
35,0.522,115.3,0.550,0.550,2.956,55.00
36,0.538,118.7,0.570,0.570,3.044,57.00
37,0.555,122.0,0.580,0.580,3.128,58.00
38,0.569,125.3,0.590,0.590,3.213,59.00
39,0.586,128.5,0.610,0.610,3.295,61.00
40,0.602,131.6,0.620,0.620,3.374,62.00
41,0.618,134.8,0.640,0.640,3.456,64.00
42,0.635,137.9,0.650,0.650,3.536,65.00
43,0.650,140.9,0.670,0.670,3.613,67.00
44,0.666,142.6,0.680,0.680,3.656,68.00
45,0.683,146.3,0.700,0.700,3.751,70.00
46,0.698,149.8,0.710,0.710,3.841,71.00
47,0.715,153.1,0.730,0.730,3.926,73.00
48,0.730,156.3,0.740,0.740,4.008,74.00
49,0.746,159.5,0.760,0.760,4.090,76.00
50,0.762,162.5,0.770,0.770,4.167,77.00
51,0.778,165.6,0.790,0.790,4.246,79.00
52,0.794,168.6,0.800,0.800,4.323,80.00
53,0.811,171.6,0.810,0.810,4.400,81.00
54,0.827,174.6,0.830,0.830,4.477,83.00
55,0.842,177.5,0.840,0.840,4.551,84.00
56,0.859,180.5,0.860,0.860,4.628,86.00
57,0.874,181.9,0.870,0.870,4.664,87.00
58,0.890,185.2,0.890,0.890,4.749,89.00
59,0.907,188.7,0.900,0.900,4.838,90.00
60,0.922,191.9,0.920,0.920,4.921,92.00
61,0.939,195.0,0.930,0.930,5.000,93.00
62,0.954,198.1,0.950,0.950,5.079,95.00
63,0.970,201.0,0.960,0.960,5.154,96.00
64,0.987,203.9,0.980,0.980,5.228,98.00
65,1.002,206.8,0.990,0.990,5.303,99.00
66,1.018,209.5,1.000,1.000,5.372,100.00
67,1.034,212.3,1.020,1.020,5.444,102.00
68,1.050,215.0,1.030,1.030,5.513,103.00
69,1.066,217.7,1.050,1.050,5.582,105.00
70,1.083,219.7,1.060,1.060,5.633,106.00
71,1.099,222.3,1.080,1.080,5.700,108.00
72,1.115,225.3,1.090,1.090,5.777,109.00
73,1.131,228.1,1.110,1.110,5.849,111.00
74,1.146,230.9,1.120,1.120,5.921,112.00
75,1.162,233.5,1.140,1.140,5.987,114.00
76,1.178,236.2,1.150,1.150,6.056,115.00
77,1.194,238.7,1.170,1.170,6.121,117.00
78,1.210,241.2,1.180,1.180,6.185,118.00
79,1.226,243.8,1.190,1.190,6.251,119.00
80,1.242,246.2,1.210,1.210,6.313,121.00
81,1.259,248.7,1.220,1.220,6.377,122.00
82,1.274,251.2,1.240,1.240,6.441,124.00
83,1.290,253.7,1.250,1.250,6.505,125.00
84,1.307,255.8,1.270,1.270,6.559,127.00
85,1.322,258.5,1.280,1.280,6.628,128.00
86,1.339,261.2,1.300,1.300,6.697,130.00
87,1.355,263.7,1.310,1.310,6.762,131.00
88,1.370,266.1,1.330,1.330,6.823,133.00
89,1.386,268.5,1.340,1.340,6.885,134.00
90,1.403,270.9,1.350,1.350,6.946,135.00
91,1.418,273.3,1.370,1.370,7.008,137.00
92,1.434,275.6,1.380,1.380,7.067,138.00
93,1.451,277.9,1.400,1.400,7.126,140.00
94,1.466,280.2,1.410,1.410,7.185,141.00
95,1.483,282.5,1.430,1.430,7.244,143.00
96,1.498,284.7,1.440,1.440,7.300,144.00
97,1.514,286.5,1.460,1.460,7.346,146.00
98,1.531,289.2,1.470,1.470,7.415,147.00
99,1.546,291.6,1.490,1.490,7.477,149.00
100,1.563,293.9,1.500,1.500,7.536,150.00
101,1.579,296.1,1.510,1.510,7.592,151.00
102,1.595,298.3,1.530,1.530,7.649,153.00
103,1.611,300.5,1.540,1.540,7.705,154.00
