일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,12.4,0.000,0.060,0.318,0.00
3,0.012,15.0,0.080,0.080,0.385,8.00
4,0.026,17.8,0.090,0.090,0.456,9.00
5,0.043,20.0,0.110,0.110,0.513,11.00
6,0.059,23.5,0.120,0.120,0.603,12.00
7,0.075,26.5,0.140,0.140,0.679,14.00
8,0.091,28.9,0.150,0.150,0.741,15.00
9,0.107,30.5,0.170,0.170,0.782,17.00
10,0.123,31.7,0.180,0.180,0.813,18.00
11,0.139,33.1,0.200,0.200,0.849,20.00
12,0.155,34.5,0.210,0.210,0.885,21.00
13,0.170,35.6,0.230,0.230,0.913,23.00
14,0.186,36.3,0.240,0.240,0.931,24.00
15,0.202,37.1,0.260,0.260,0.951,26.00
16,0.218,38.4,0.270,0.270,0.985,27.00
17,0.235,40.2,0.280,0.280,1.031,28.00
18,0.251,41.7,0.300,0.300,1.069,30.00
19,0.267,44.0,0.310,0.310,1.128,31.00
20,0.283,46.9,0.330,0.330,1.203,33.00
21,0.299,49.7,0.340,0.340,1.274,34.00
22,0.315,52.4,0.360,0.360,1.344,36.00
23,0.331,55.0,0.370,0.370,1.410,37.00
24,0.347,57.5,0.390,0.390,1.474,39.00
25,0.363,60.1,0.400,0.400,1.541,40.00
26,0.379,62.8,0.420,0.420,1.610,42.00
27,0.395,65.4,0.430,0.430,1.677,43.00
28,0.411,68.2,0.450,0.450,1.749,45.00
29,0.427,71.1,0.460,0.460,1.823,46.00
30,0.443,73.9,0.480,0.480,1.895,48.00
31,0.459,76.1,0.490,0.490,1.951,49.00
32,0.475,78.7,0.510,0.510,2.018,51.00
33,0.491,82.2,0.520,0.520,2.108,52.00
34,0.507,85.5,0.530,0.530,2.192,53.00
35,0.524,88.7,0.550,0.550,2.274,55.00
36,0.539,91.8,0.560,0.560,2.354,56.00
37,0.555,94.8,0.580,0.580,2.431,58.00
38,0.572,97.8,0.590,0.590,2.508,59.00
39,0.587,100.7,0.610,0.610,2.582,61.00
40,0.604,103.6,0.620,0.620,2.656,62.00
41,0.620,106.5,0.640,0.640,2.731,64.00
42,0.635,109.3,0.650,0.650,2.803,65.00
43,0.651,112.1,0.670,0.670,2.874,67.00
44,0.667,114.1,0.680,0.680,2.926,68.00
45,0.683,116.3,0.700,0.700,2.982,70.00
46,0.699,119.6,0.710,0.710,3.067,71.00
47,0.715,122.7,0.730,0.730,3.146,73.00
48,0.731,125.5,0.740,0.740,3.218,74.00
49,0.747,128.3,0.750,0.750,3.290,75.00
50,0.764,131.0,0.770,0.770,3.359,77.00
51,0.780,133.6,0.780,0.780,3.426,78.00
52,0.796,136.0,0.800,0.800,3.487,80.00
53,0.811,138.5,0.810,0.810,3.551,81.00
54,0.827,140.8,0.830,0.830,3.610,83.00
55,0.844,143.2,0.840,0.840,3.672,84.00
56,0.859,145.5,0.860,0.860,3.731,86.00
57,0.875,147.8,0.870,0.870,3.790,87.00
58,0.891,149.7,0.890,0.890,3.838,89.00
59,0.907,152.1,0.900,0.900,3.900,90.00
60,0.923,154.4,0.920,0.920,3.959,92.00
61,0.940,156.7,0.930,0.930,4.018,93.00
62,0.954,158.9,0.940,0.940,4.074,94.00
63,0.971,161.0,0.960,0.960,4.128,96.00
64,0.987,163.9,0.980,0.980,4.203,98.00
65,1.003,164.9,0.990,0.990,4.228,99.00
66,1.019,166.8,1.000,1.000,4.277,100.00
67,1.035,168.6,1.020,1.020,4.323,102.00
68,1.051,170.3,1.030,1.030,4.367,103.00
69,1.067,171.9,1.050,1.050,4.408,105.00
70,1.083,173.5,1.060,1.060,4.449,106.00
71,1.099,174.6,1.080,1.080,4.477,108.00
72,1.115,176.3,1.090,1.090,4.521,109.00
73,1.131,177.9,1.110,1.110,4.562,111.00
74,1.147,180.2,1.130,1.130,4.621,113.00
75,1.163,181.6,1.140,1.140,4.656,114.00
76,1.179,182.9,1.160,1.160,4.690,116.00
77,1.195,183.5,1.160,1.160,4.705,116.00
78,1.211,185.4,1.190,1.190,4.754,119.00
79,1.228,186.7,1.200,1.200,4.787,120.00
80,1.244,188.0,1.210,1.210,4.821,121.00
81,1.259,189.3,1.230,1.230,4.854,123.00
82,1.275,190.6,1.240,1.240,4.887,124.00
83,1.291,191.6,1.260,1.260,4.913,126.00
84,1.307,193.0,1.270,1.270,4.949,127.00
85,1.322,194.3,1.290,1.290,4.982,129.00
86,1.340,195.5,1.300,1.300,5.013,130.00
87,1.355,196.7,1.320,1.320,5.044,132.00
88,1.371,197.9,1.330,1.330,5.074,133.00
89,1.387,199.1,1.350,1.350,5.105,135.00
90,1.403,200.2,1.360,1.360,5.133,136.00
91,1.419,201.4,1.380,1.380,5.164,138.00
92,1.435,202.5,1.390,1.390,5.192,139.00
93,1.451,203.7,1.400,1.400,5.223,140.00
94,1.467,204.9,1.420,1.420,5.254,142.00
95,1.484,206.1,1.430,1.430,5.285,143.00
96,1.499,207.0,1.450,1.450,5.308,145.00
97,1.515,208.3,1.460,1.460,5.341,146.00
98,1.531,209.9,1.480,1.480,5.382,148.00
99,1.547,211.3,1.490,1.490,5.418,149.00
100,1.564,212.6,1.510,1.510,5.451,151.00
101,1.579,213.9,1.520,1.520,5.485,152.00
102,1.595,215.2,1.540,1.540,5.518,154.00
103,1.611,216.4,1.550,1.550,5.549,155.00
