일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,13.0,0.000,0.060,0.333,0.00
3,0.010,16.0,0.080,0.080,0.410,8.00
4,0.026,19.1,0.090,0.090,0.490,9.00
5,0.042,21.9,0.110,0.110,0.562,11.00
6,0.058,24.5,0.120,0.120,0.628,12.00
7,0.074,26.9,0.140,0.140,0.690,14.00
8,0.090,29.2,0.150,0.150,0.749,15.00
9,0.106,31.7,0.170,0.170,0.813,17.00
10,0.122,34.0,0.180,0.180,0.872,18.00
11,0.138,37.0,0.200,0.200,0.949,20.00
12,0.154,39.9,0.210,0.210,1.023,21.00
13,0.170,42.8,0.230,0.230,1.097,23.00
14,0.187,45.9,0.240,0.240,1.177,24.00
15,0.202,49.1,0.260,0.260,1.259,26.00
16,0.219,52.4,0.270,0.270,1.344,27.00
17,0.235,55.7,0.290,0.290,1.428,29.00
18,0.250,59.1,0.300,0.300,1.515,30.00
19,0.266,62.5,0.320,0.320,1.603,32.00
20,0.283,65.9,0.330,0.330,1.690,33.00
21,0.299,69.4,0.350,0.350,1.779,35.00
22,0.315,72.8,0.360,0.360,1.867,36.00
23,0.330,74.5,0.370,0.370,1.910,37.00
24,0.347,78.6,0.390,0.390,2.015,39.00
25,0.363,82.6,0.400,0.400,2.118,40.00
26,0.379,86.4,0.420,0.420,2.215,42.00
27,0.395,90.0,0.430,0.430,2.308,43.00
28,0.410,93.6,0.450,0.450,2.400,45.00
29,0.426,97.1,0.460,0.460,2.490,46.00
30,0.442,100.6,0.480,0.480,2.579,48.00
31,0.458,104.0,0.490,0.490,2.667,49.00
32,0.474,107.3,0.510,0.510,2.751,51.00
33,0.490,110.7,0.520,0.520,2.838,52.00
34,0.506,114.0,0.540,0.540,2.923,54.00
35,0.522,117.4,0.550,0.550,3.010,55.00
36,0.538,119.0,0.570,0.570,3.051,57.00
37,0.554,122.8,0.580,0.580,3.149,58.00
38,0.570,126.7,0.590,0.590,3.249,59.00
39,0.587,130.4,0.610,0.610,3.344,61.00
40,0.603,133.9,0.620,0.620,3.433,62.00
41,0.618,137.3,0.640,0.640,3.521,64.00
42,0.635,140.6,0.650,0.650,3.605,65.00
43,0.650,143.8,0.670,0.670,3.687,67.00
44,0.666,147.0,0.680,0.680,3.769,68.00
45,0.682,150.1,0.700,0.700,3.849,70.00
46,0.699,153.1,0.710,0.710,3.926,71.00
47,0.714,156.2,0.730,0.730,4.005,73.00
48,0.730,159.2,0.740,0.740,4.082,74.00
49,0.746,160.7,0.760,0.760,4.121,76.00
50,0.762,164.2,0.770,0.770,4.210,77.00
51,0.777,167.7,0.790,0.790,4.300,79.00
52,0.794,171.0,0.800,0.800,4.385,80.00
53,0.811,174.1,0.810,0.810,4.464,81.00
54,0.826,177.2,0.830,0.830,4.544,83.00
55,0.843,180.2,0.840,0.840,4.621,84.00
56,0.858,183.1,0.860,0.860,4.695,86.00
57,0.874,186.0,0.870,0.870,4.769,87.00
58,0.890,188.9,0.890,0.890,4.844,89.00
59,0.906,191.7,0.900,0.900,4.915,90.00
60,0.922,194.5,0.920,0.920,4.987,92.00
61,0.939,197.3,0.930,0.930,5.059,93.00
62,0.955,199.4,0.950,0.950,5.113,95.00
63,0.970,202.2,0.960,0.960,5.185,96.00
64,0.987,205.4,0.980,0.980,5.267,98.00
65,1.002,208.4,0.990,0.990,5.344,99.00
66,1.018,211.3,1.000,1.000,5.418,100.00
67,1.035,214.0,1.020,1.020,5.487,102.00
68,1.051,216.8,1.030,1.030,5.559,103.00
69,1.067,219.5,1.050,1.050,5.628,105.00
70,1.083,222.1,1.060,1.060,5.695,106.00
71,1.099,224.7,1.080,1.080,5.762,108.00
72,1.115,227.3,1.090,1.090,5.828,109.00
73,1.131,229.9,1.110,1.110,5.895,111.00
74,1.147,232.4,1.120,1.120,5.959,112.00
75,1.163,234.9,1.140,1.140,6.023,114.00
76,1.179,236.7,1.150,1.150,6.069,115.00
77,1.195,239.6,1.170,1.170,6.144,117.00
78,1.211,242.4,1.180,1.180,6.215,118.00
79,1.227,245.2,1.190,1.190,6.287,119.00
80,1.243,247.9,1.210,1.210,6.356,121.00
81,1.259,250.5,1.220,1.220,6.423,122.00
82,1.275,253.1,1.240,1.240,6.490,124.00
83,1.291,255.7,1.250,1.250,6.556,125.00
84,1.307,258.3,1.270,1.270,6.623,127.00
85,1.322,260.8,1.280,1.280,6.687,128.00
86,1.338,263.3,1.300,1.300,6.751,130.00
87,1.354,265.8,1.310,1.310,6.815,131.00
88,1.370,268.3,1.330,1.330,6.879,133.00
89,1.387,270.4,1.340,1.340,6.933,134.00
90,1.403,273.2,1.350,1.350,7.005,135.00
91,1.419,275.8,1.370,1.370,7.072,137.00
92,1.434,278.3,1.380,1.380,7.136,138.00
93,1.450,280.8,1.400,1.400,7.200,140.00
94,1.466,283.3,1.410,1.410,7.264,141.00
95,1.482,285.6,1.430,1.430,7.323,143.00
96,1.498,288.0,1.440,1.440,7.385,144.00
97,1.514,290.3,1.460,1.460,7.444,146.00
98,1.531,292.7,1.470,1.470,7.505,147.00
99,1.546,295.0,1.490,1.490,7.564,149.00
100,1.562,297.3,1.500,1.500,7.623,150.00
101,1.579,299.6,1.510,1.510,7.682,151.00
102,1.595,301.4,1.530,1.530,7.728,153.00
103,1.610,304.0,1.540,1.540,7.795,154.00
