일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,14.0,0.000,0.070,0.359,0.00
3,0.010,16.5,0.080,0.080,0.423,8.00
4,0.026,19.0,0.100,0.100,0.487,10.00
5,0.042,21.7,0.110,0.110,0.556,11.00
6,0.058,23.6,0.130,0.130,0.605,13.00
7,0.075,26.4,0.140,0.140,0.677,14.00
8,0.091,29.6,0.160,0.160,0.759,16.00
9,0.107,32.6,0.170,0.170,0.836,17.00
10,0.123,35.6,0.190,0.190,0.913,19.00
11,0.139,38.5,0.200,0.200,0.987,20.00
12,0.154,41.3,0.220,0.220,1.059,22.00
13,0.171,44.1,0.230,0.230,1.131,23.00
14,0.186,46.9,0.240,0.240,1.203,24.00
15,0.203,49.6,0.260,0.260,1.272,26.00
16,0.219,52.3,0.270,0.270,1.341,27.00
17,0.235,55.0,0.290,0.290,1.410,29.00
18,0.251,57.7,0.300,0.300,1.479,30.00
19,0.267,59.7,0.320,0.320,1.531,32.00
20,0.283,62.7,0.330,0.330,1.608,33.00
21,0.298,65.5,0.350,0.350,1.679,35.00
22,0.315,68.2,0.360,0.360,1.749,36.00
23,0.330,70.8,0.380,0.380,1.815,38.00
24,0.347,73.4,0.390,0.390,1.882,39.00
25,0.363,75.9,0.410,0.410,1.946,41.00
26,0.378,78.4,0.420,0.420,2.010,42.00
27,0.394,80.8,0.440,0.440,2.072,44.00
28,0.411,83.3,0.450,0.450,2.136,45.00
29,0.427,85.7,0.460,0.460,2.197,46.00
30,0.443,88.0,0.480,0.480,2.256,48.00
31,0.459,90.4,0.490,0.490,2.318,49.00
32,0.474,92.1,0.510,0.510,2.362,51.00
33,0.490,94.6,0.520,0.520,2.426,52.00
34,0.507,97.2,0.540,0.540,2.492,54.00
35,0.523,99.7,0.550,0.550,2.556,55.00
36,0.538,102.0,0.570,0.570,2.615,57.00
37,0.554,104.3,0.580,0.580,2.674,58.00
38,0.570,106.6,0.600,0.600,2.733,60.00
39,0.586,108.8,0.610,0.610,2.790,61.00
40,0.603,111.0,0.630,0.630,2.846,63.00
41,0.619,113.1,0.640,0.640,2.900,64.00
42,0.634,115.2,0.660,0.660,2.954,66.00
43,0.650,117.3,0.670,0.670,3.008,67.00
44,0.666,119.3,0.680,0.680,3.059,68.00
45,0.683,120.9,0.700,0.700,3.100,70.00
46,0.699,123.3,0.710,0.710,3.162,71.00
47,0.715,125.4,0.730,0.730,3.215,73.00
48,0.731,127.4,0.740,0.740,3.267,74.00
49,0.747,129.4,0.760,0.760,3.318,76.00
50,0.763,131.3,0.770,0.770,3.367,77.00
51,0.779,133.2,0.790,0.790,3.415,79.00
52,0.795,135.0,0.800,0.800,3.462,80.00
53,0.810,136.8,0.820,0.820,3.508,82.00
54,0.827,138.5,0.830,0.830,3.551,83.00
55,0.842,140.1,0.850,0.850,3.592,85.00
56,0.858,141.8,0.860,0.860,3.636,86.00
57,0.875,143.3,0.880,0.880,3.674,88.00
58,0.891,144.5,0.890,0.890,3.705,89.00
59,0.907,146.1,0.900,0.900,3.746,90.00
60,0.923,147.8,0.920,0.920,3.790,92.00
61,0.939,149.5,0.930,0.930,3.833,93.00
62,0.955,151.0,0.950,0.950,3.872,95.00
63,0.971,152.5,0.960,0.960,3.910,96.00
64,0.987,154.0,0.980,0.980,3.949,98.00
65,1.002,155.4,0.990,0.990,3.985,99.00
66,1.019,156.8,1.010,1.010,4.021,101.00
67,1.035,158.1,1.020,1.020,4.054,102.00
68,1.050,159.5,1.040,1.040,4.090,104.00
69,1.067,160.8,1.050,1.050,4.123,105.00
70,1.083,162.1,1.070,1.070,4.156,107.00
71,1.098,163.1,1.080,1.080,4.182,108.00
72,1.115,164.6,1.090,1.090,4.221,109.00
73,1.131,165.9,1.110,1.110,4.254,111.00
74,1.147,167.2,1.120,1.120,4.287,112.00
75,1.163,168.4,1.140,1.140,4.318,114.00
76,1.179,169.6,1.150,1.150,4.349,115.00
77,1.195,170.7,1.170,1.170,4.377,117.00
78,1.211,171.8,1.180,1.180,4.405,118.00
79,1.228,173.0,1.200,1.200,4.436,120.00
80,1.243,174.0,1.210,1.210,4.462,121.00
81,1.259,175.1,1.230,1.230,4.490,123.00
82,1.275,176.1,1.240,1.240,4.515,124.00
83,1.291,177.1,1.250,1.250,4.541,125.00
84,1.307,177.6,1.270,1.270,4.554,127.00
85,1.323,178.8,1.280,1.280,4.585,128.00
86,1.339,179.8,1.300,1.300,4.610,130.00
87,1.354,180.7,1.310,1.310,4.633,131.00
88,1.371,181.7,1.330,1.330,4.659,133.00
89,1.387,182.5,1.340,1.340,4.679,134.00
90,1.403,183.4,1.360,1.360,4.703,136.00
91,1.419,184.2,1.370,1.370,4.723,137.00
92,1.434,185.0,1.390,1.390,4.744,139.00
93,1.450,185.8,1.400,1.400,4.764,140.00
94,1.467,186.6,1.420,1.420,4.785,142.00
95,1.483,187.4,1.430,1.430,4.805,143.00
96,1.499,188.0,1.440,1.440,4.821,144.00
97,1.515,188.4,1.460,1.460,4.831,146.00
98,1.531,189.2,1.470,1.470,4.851,147.00
99,1.547,190.1,1.490,1.490,4.874,149.00
100,1.562,190.9,1.500,1.500,4.895,150.00
101,1.578,191.7,1.520,1.520,4.915,152.00
102,1.594,192.5,1.530,1.530,4.936,153.00
103,1.611,193.2,1.550,1.550,4.954,155.00
