일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,12.0,0.000,0.070,0.400,0.00
3,0.010,15.3,0.080,0.080,0.510,0.16
4,0.027,18.4,0.100,0.100,0.613,0.20
5,0.043,21.0,0.110,0.110,0.700,0.22
6,0.058,23.1,0.130,0.130,0.770,0.26
7,0.075,24.8,0.140,0.140,0.827,0.28
8,0.091,26.2,0.160,0.160,0.873,0.32
9,0.106,27.1,0.170,0.170,0.903,0.34
10,0.122,27.5,0.190,0.190,0.917,0.38
11,0.139,27.8,0.200,0.200,0.927,0.40
12,0.155,28.5,0.220,0.220,0.950,0.44
13,0.171,29.3,0.230,0.230,0.977,0.46
14,0.187,30.2,0.240,0.240,1.007,0.48
15,0.202,31.1,0.260,0.260,1.037,0.52
16,0.219,32.8,0.270,0.270,1.093,0.54
17,0.234,34.7,0.290,0.290,1.157,0.58
18,0.250,36.5,0.300,0.300,1.217,0.60
19,0.266,35.6,0.320,0.320,1.187,0.64
20,0.282,33.7,0.330,0.330,1.123,0.66
21,0.298,32.5,0.350,0.350,1.083,0.70
22,0.315,31.3,0.360,0.360,1.043,0.72
23,0.331,30.6,0.380,0.380,1.020,0.76
24,0.346,30.1,0.390,0.390,1.003,0.78
25,0.363,29.5,0.410,0.410,0.983,0.82
26,0.379,29.2,0.420,0.420,0.973,0.84
27,0.394,29.0,0.440,0.440,0.967,0.88
28,0.411,29.0,0.450,0.450,0.967,0.90
29,0.426,29.1,0.470,0.470,0.970,0.94
30,0.443,29.1,0.480,0.480,0.970,0.96
31,0.458,29.2,0.490,0.490,0.973,0.98
32,0.475,29.3,0.510,0.510,0.977,1.02
33,0.490,29.4,0.520,0.520,0.980,1.04
34,0.507,29.7,0.540,0.540,0.990,1.08
35,0.523,30.4,0.550,0.550,1.013,1.10
36,0.539,31.7,0.570,0.570,1.057,1.14
37,0.555,33.7,0.580,0.580,1.123,1.16
38,0.570,36.0,0.600,0.600,1.200,1.20
39,0.586,38.6,0.610,0.610,1.287,1.22
40,0.602,41.4,0.630,0.630,1.380,1.26
41,0.619,44.4,0.640,0.640,1.480,1.28
42,0.635,46.9,0.660,0.660,1.563,1.32
43,0.651,50.4,0.670,0.670,1.680,1.34
44,0.667,53.8,0.690,0.690,1.793,1.38
45,0.683,57.0,0.700,0.700,1.900,1.40
46,0.699,60.2,0.710,0.710,2.007,1.42
47,0.715,63.3,0.730,0.730,2.110,1.46
48,0.731,66.5,0.740,0.740,2.217,1.48
49,0.747,69.6,0.760,0.760,2.320,1.52
50,0.763,72.7,0.770,0.770,2.423,1.54
51,0.779,75.7,0.790,0.790,2.523,1.58
52,0.795,78.8,0.800,0.800,2.627,1.60
53,0.811,81.9,0.820,0.820,2.730,1.64
54,0.827,84.9,0.830,0.830,2.830,1.66
55,0.843,88.0,0.850,0.850,2.933,1.70
56,0.859,90.5,0.860,0.860,3.017,1.72
57,0.875,93.9,0.880,0.880,3.130,1.76
58,0.891,97.2,0.890,0.890,3.240,1.78
59,0.907,100.4,0.900,0.900,3.347,1.80
60,0.923,103.6,0.920,0.920,3.453,1.84
61,0.939,106.7,0.930,0.930,3.557,1.86
62,0.954,109.7,0.950,0.950,3.657,1.90
63,0.971,112.7,0.960,0.960,3.757,1.92
64,0.986,115.7,0.980,0.980,3.857,1.96
65,1.003,118.7,0.990,0.990,3.957,1.98
66,1.018,121.7,1.010,1.010,4.057,2.02
67,1.035,124.7,1.020,1.020,4.157,2.04
68,1.050,127.6,1.040,1.040,4.253,2.08
69,1.067,129.1,1.050,1.050,4.303,2.10
70,1.083,132.4,1.070,1.070,4.413,2.14
71,1.099,135.9,1.080,1.080,4.530,2.16
72,1.115,139.2,1.090,1.090,4.640,2.18
73,1.131,142.4,1.110,1.110,4.747,2.22
74,1.147,145.4,1.120,1.120,4.847,2.24
75,1.163,148.4,1.140,1.140,4.947,2.28
76,1.178,151.2,1.150,1.150,5.040,2.30
77,1.195,154.1,1.170,1.170,5.137,2.34
78,1.211,156.9,1.180,1.180,5.230,2.36
79,1.227,159.7,1.200,1.200,5.323,2.40
80,1.243,162.4,1.210,1.210,5.413,2.42
81,1.259,165.2,1.230,1.230,5.507,2.46
82,1.275,167.9,1.240,1.240,5.597,2.48
83,1.291,169.9,1.260,1.260,5.663,2.52
84,1.307,172.7,1.270,1.270,5.757,2.54
85,1.323,175.7,1.280,1.280,5.857,2.56
86,1.339,178.6,1.300,1.300,5.953,2.60
87,1.355,181.4,1.310,1.310,6.047,2.62
88,1.371,184.1,1.330,1.330,6.137,2.66
89,1.387,186.8,1.340,1.340,6.227,2.68
90,1.402,189.5,1.360,1.360,6.317,2.72
91,1.419,192.1,1.370,1.370,6.403,2.74
92,1.435,194.7,1.390,1.390,6.490,2.78
93,1.450,197.3,1.400,1.400,6.577,2.80
94,1.468,199.9,1.420,1.420,6.663,2.84
95,1.483,202.4,1.430,1.430,6.747,2.86
96,1.498,205.0,1.440,1.440,6.833,2.88
97,1.515,206.8,1.460,1.460,6.893,2.92
98,1.531,209.7,1.470,1.470,6.990,2.94
99,1.547,212.5,1.490,1.490,7.083,2.98
100,1.564,215.2,1.500,1.500,7.173,3.00
101,1.580,217.8,1.520,1.520,7.260,3.04
102,1.595,220.4,1.530,1.530,7.347,3.06
103,1.611,222.9,1.550,1.550,7.430,3.10
