일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,14.0,0.000,0.070,0.467,0.00
3,0.010,16.8,0.090,0.090,0.560,0.18
4,0.026,19.6,0.100,0.100,0.653,0.20
5,0.042,22.5,0.120,0.120,0.750,0.24
6,0.058,25.4,0.130,0.130,0.847,0.26
7,0.074,27.3,0.150,0.150,0.910,0.30
8,0.090,29.6,0.160,0.160,0.987,0.32
9,0.107,30.8,0.180,0.180,1.027,0.36
10,0.123,31.4,0.190,0.190,1.047,0.38
11,0.138,31.7,0.210,0.210,1.057,0.42
12,0.154,32.3,0.220,0.220,1.077,0.44
13,0.171,33.2,0.230,0.230,1.107,0.46
14,0.186,34.1,0.250,0.250,1.137,0.50
15,0.202,34.9,0.260,0.260,1.163,0.52
16,0.219,35.9,0.280,0.280,1.197,0.56
17,0.234,37.4,0.290,0.290,1.247,0.58
18,0.250,38.9,0.310,0.310,1.297,0.62
19,0.266,38.4,0.320,0.320,1.280,0.64
20,0.282,36.6,0.340,0.340,1.220,0.68
21,0.298,35.8,0.350,0.350,1.193,0.70
22,0.314,35.4,0.370,0.370,1.180,0.74
23,0.330,34.6,0.380,0.380,1.153,0.76
24,0.346,34.0,0.400,0.400,1.133,0.80
25,0.362,33.7,0.410,0.410,1.123,0.82
26,0.378,33.4,0.430,0.430,1.113,0.86
27,0.394,33.2,0.440,0.440,1.107,0.88
28,0.410,33.2,0.450,0.450,1.107,0.90
29,0.426,33.2,0.470,0.470,1.107,0.94
30,0.442,33.3,0.480,0.480,1.110,0.96
31,0.458,33.3,0.500,0.500,1.110,1.00
32,0.475,33.4,0.510,0.510,1.113,1.02
33,0.491,33.7,0.530,0.530,1.123,1.06
34,0.506,34.0,0.540,0.540,1.133,1.08
35,0.522,34.6,0.560,0.560,1.153,1.12
36,0.538,35.7,0.570,0.570,1.190,1.14
37,0.553,37.3,0.590,0.590,1.243,1.18
38,0.570,39.3,0.600,0.600,1.310,1.20
39,0.587,41.7,0.620,0.620,1.390,1.24
40,0.602,44.2,0.630,0.630,1.473,1.26
41,0.618,46.9,0.650,0.650,1.563,1.30
42,0.634,49.6,0.660,0.660,1.653,1.32
43,0.651,52.5,0.670,0.670,1.750,1.34
44,0.666,55.3,0.690,0.690,1.843,1.38
45,0.682,58.1,0.700,0.700,1.937,1.40
46,0.698,61.0,0.720,0.720,2.033,1.44
47,0.714,63.8,0.730,0.730,2.127,1.46
48,0.730,65.3,0.750,0.750,2.177,1.50
49,0.746,68.5,0.760,0.760,2.283,1.52
50,0.762,71.9,0.780,0.780,2.397,1.56
51,0.778,75.0,0.790,0.790,2.500,1.58
52,0.794,78.1,0.810,0.810,2.603,1.62
53,0.810,81.1,0.820,0.820,2.703,1.64
54,0.827,83.9,0.840,0.840,2.797,1.68
55,0.843,86.8,0.850,0.850,2.893,1.70
56,0.858,89.7,0.860,0.860,2.990,1.72
57,0.874,92.5,0.880,0.880,3.083,1.76
58,0.891,95.3,0.890,0.890,3.177,1.78
59,0.906,98.0,0.910,0.910,3.267,1.82
60,0.922,100.7,0.920,0.920,3.357,1.84
61,0.938,103.4,0.940,0.940,3.447,1.88
62,0.954,104.7,0.950,0.950,3.490,1.90
63,0.970,107.7,0.970,0.970,3.590,1.94
64,0.987,110.8,0.980,0.980,3.693,1.96
65,1.002,113.7,1.000,1.000,3.790,2.00
66,1.018,116.5,1.010,1.010,3.883,2.02
67,1.034,119.3,1.030,1.030,3.977,2.06
68,1.051,121.9,1.040,1.040,4.063,2.08
69,1.066,124.5,1.050,1.050,4.150,2.10
70,1.083,127.0,1.070,1.070,4.233,2.14
71,1.099,129.6,1.080,1.080,4.320,2.16
72,1.115,132.1,1.100,1.100,4.403,2.20
73,1.131,134.5,1.110,1.110,4.483,2.22
74,1.147,137.0,1.130,1.130,4.567,2.26
75,1.163,139.4,1.140,1.140,4.647,2.28
76,1.178,141.2,1.160,1.160,4.707,2.32
77,1.195,144.0,1.170,1.170,4.800,2.34
78,1.210,146.7,1.190,1.190,4.890,2.38
79,1.226,149.3,1.200,1.200,4.977,2.40
80,1.243,151.9,1.210,1.210,5.063,2.42
81,1.259,154.3,1.230,1.230,5.143,2.46
82,1.275,156.8,1.240,1.240,5.227,2.48
83,1.291,159.2,1.260,1.260,5.307,2.52
84,1.307,161.6,1.270,1.270,5.387,2.54
85,1.323,164.0,1.290,1.290,5.467,2.58
86,1.339,166.3,1.300,1.300,5.543,2.60
87,1.354,168.7,1.320,1.320,5.623,2.64
88,1.370,171.0,1.330,1.330,5.700,2.66
89,1.387,172.7,1.350,1.350,5.757,2.70
90,1.402,175.2,1.360,1.360,5.840,2.72
91,1.418,177.8,1.380,1.380,5.927,2.76
92,1.435,180.2,1.390,1.390,6.007,2.78
93,1.451,182.6,1.400,1.400,6.087,2.80
94,1.467,184.8,1.420,1.420,6.160,2.84
95,1.483,187.1,1.430,1.430,6.237,2.86
96,1.499,189.3,1.450,1.450,6.310,2.90
97,1.515,191.4,1.460,1.460,6.380,2.92
98,1.531,193.5,1.480,1.480,6.450,2.96
99,1.547,195.6,1.490,1.490,6.520,2.98
100,1.563,197.6,1.510,1.510,6.587,3.02
101,1.579,199.7,1.520,1.520,6.657,3.04
102,1.594,201.7,1.540,1.540,6.723,3.08
103,1.610,202.8,1.550,1.550,6.760,3.10
