일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,13.8,0.000,0.070,0.460,0.00
3,0.010,16.7,0.080,0.080,0.557,0.16
4,0.026,19.5,0.100,0.100,0.650,0.20
5,0.042,21.9,0.110,0.110,0.730,0.22
6,0.059,23.4,0.130,0.130,0.780,0.26
7,0.074,23.8,0.140,0.140,0.793,0.28
8,0.090,24.0,0.160,0.160,0.800,0.32
9,0.106,24.3,0.170,0.170,0.810,0.34
10,0.122,24.7,0.190,0.190,0.823,0.38
11,0.139,25.5,0.200,0.200,0.850,0.40
12,0.155,26.4,0.220,0.220,0.880,0.44
13,0.170,27.7,0.230,0.230,0.923,0.46
14,0.187,29.0,0.250,0.250,0.967,0.50
15,0.203,31.1,0.260,0.260,1.037,0.52
16,0.218,33.3,0.280,0.280,1.110,0.56
17,0.234,32.9,0.290,0.290,1.097,0.58
18,0.250,30.0,0.300,0.300,1.000,0.60
19,0.266,28.0,0.320,0.320,0.933,0.64
20,0.282,26.8,0.330,0.330,0.893,0.66
21,0.299,26.1,0.350,0.350,0.870,0.70
22,0.314,25.9,0.360,0.360,0.863,0.72
23,0.331,25.5,0.380,0.380,0.850,0.76
24,0.347,25.3,0.390,0.390,0.843,0.78
25,0.362,25.2,0.410,0.410,0.840,0.82
26,0.379,25.0,0.420,0.420,0.833,0.84
27,0.395,25.0,0.440,0.440,0.833,0.88
28,0.411,24.8,0.450,0.450,0.827,0.90
29,0.427,24.7,0.470,0.470,0.823,0.94
30,0.443,24.7,0.480,0.480,0.823,0.96
31,0.459,24.7,0.500,0.500,0.823,1.00
32,0.475,24.8,0.510,0.510,0.827,1.02
33,0.491,25.0,0.520,0.520,0.833,1.04
34,0.506,25.1,0.540,0.540,0.837,1.08
35,0.522,25.3,0.550,0.550,0.843,1.10
36,0.539,25.9,0.570,0.570,0.863,1.14
37,0.555,26.8,0.580,0.580,0.893,1.16
38,0.571,28.0,0.600,0.600,0.933,1.20
39,0.586,29.6,0.610,0.610,0.987,1.22
40,0.603,31.4,0.630,0.630,1.047,1.26
41,0.619,32.9,0.640,0.640,1.097,1.28
42,0.635,35.3,0.660,0.660,1.177,1.32
43,0.651,38.2,0.670,0.670,1.273,1.34
44,0.667,41.0,0.690,0.690,1.367,1.38
45,0.682,43.8,0.700,0.700,1.460,1.40
46,0.699,46.6,0.720,0.720,1.553,1.44
47,0.715,49.4,0.730,0.730,1.647,1.46
48,0.731,52.1,0.740,0.740,1.737,1.48
49,0.747,54.9,0.760,0.760,1.830,1.52
50,0.763,57.5,0.770,0.770,1.917,1.54
51,0.779,60.2,0.790,0.790,2.007,1.58
52,0.795,62.9,0.800,0.800,2.097,1.60
53,0.811,65.6,0.820,0.820,2.187,1.64
54,0.827,67.6,0.830,0.830,2.253,1.66
55,0.843,69.7,0.850,0.850,2.323,1.70
56,0.859,72.8,0.860,0.860,2.427,1.72
57,0.875,75.7,0.880,0.880,2.523,1.76
58,0.891,78.4,0.890,0.890,2.613,1.78
59,0.907,81.1,0.910,0.910,2.703,1.82
60,0.923,83.6,0.920,0.920,2.787,1.84
61,0.939,86.2,0.930,0.930,2.873,1.86
62,0.956,88.6,0.950,0.950,2.953,1.90
63,0.971,91.0,0.960,0.960,3.033,1.92
64,0.987,93.4,0.980,0.980,3.113,1.96
65,1.003,95.8,0.990,0.990,3.193,1.98
66,1.019,98.1,1.010,1.010,3.270,2.02
67,1.035,100.4,1.020,1.020,3.347,2.04
68,1.051,101.5,1.040,1.040,3.383,2.08
69,1.067,104.2,1.050,1.050,3.473,2.10
70,1.083,106.9,1.070,1.070,3.563,2.14
71,1.099,109.4,1.080,1.080,3.647,2.16
72,1.115,111.8,1.100,1.100,3.727,2.20
73,1.131,114.1,1.110,1.110,3.803,2.22
74,1.147,116.3,1.120,1.120,3.877,2.24
75,1.163,118.5,1.140,1.140,3.950,2.28
76,1.179,120.7,1.150,1.150,4.023,2.30
77,1.195,122.8,1.170,1.170,4.093,2.34
78,1.211,124.9,1.180,1.180,4.163,2.36
79,1.226,127.0,1.200,1.200,4.233,2.40
80,1.243,129.1,1.210,1.210,4.303,2.42
81,1.258,130.7,1.230,1.230,4.357,2.46
82,1.275,133.0,1.240,1.240,4.433,2.48
83,1.291,135.2,1.260,1.260,4.507,2.52
84,1.308,137.1,1.270,1.270,4.570,2.54
85,1.323,139.0,1.290,1.290,4.633,2.58
86,1.338,140.9,1.300,1.300,4.697,2.60
87,1.355,142.7,1.310,1.310,4.757,2.62
88,1.371,144.4,1.330,1.330,4.813,2.66
89,1.387,146.0,1.340,1.340,4.867,2.68
90,1.403,147.6,1.360,1.360,4.920,2.72
91,1.419,149.1,1.370,1.370,4.970,2.74
92,1.435,150.5,1.390,1.390,5.017,2.78
93,1.451,152.0,1.400,1.400,5.067,2.80
94,1.468,153.4,1.420,1.420,5.113,2.84
95,1.483,154.6,1.430,1.430,5.153,2.86
96,1.499,156.3,1.450,1.450,5.210,2.90
97,1.515,157.8,1.460,1.460,5.260,2.92
98,1.531,159.3,1.470,1.470,5.310,2.94
99,1.547,160.7,1.490,1.490,5.357,2.98
100,1.563,162.1,1.500,1.500,5.403,3.00
101,1.580,163.6,1.520,1.520,5.453,3.04
102,1.595,165.0,1.530,1.530,5.500,3.06
103,1.611,166.4,1.550,1.550,5.547,3.10
