일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,17.2,0.000,0.070,0.573,0.00
3,0.011,20.4,0.080,0.080,0.680,0.16
4,0.027,23.4,0.090,0.090,0.780,0.18
5,0.043,26.2,0.110,0.110,0.873,0.22
6,0.059,28.5,0.120,0.120,0.950,0.24
7,0.075,30.2,0.140,0.140,1.007,0.28
8,0.092,30.8,0.150,0.150,1.027,0.30
9,0.107,31.0,0.170,0.170,1.033,0.34
10,0.124,31.5,0.180,0.180,1.050,0.36
11,0.140,32.4,0.200,0.200,1.080,0.40
12,0.156,33.2,0.210,0.210,1.107,0.42
13,0.171,33.9,0.230,0.230,1.130,0.46
14,0.187,35.1,0.240,0.240,1.170,0.48
15,0.203,36.4,0.260,0.260,1.213,0.52
16,0.219,38.0,0.270,0.270,1.267,0.54
17,0.235,37.8,0.290,0.290,1.260,0.58
18,0.251,35.9,0.300,0.300,1.197,0.60
19,0.267,34.7,0.320,0.320,1.157,0.64
20,0.283,34.3,0.330,0.330,1.143,0.66
21,0.299,33.6,0.350,0.350,1.120,0.70
22,0.316,32.9,0.360,0.360,1.097,0.72
23,0.332,32.5,0.370,0.370,1.083,0.74
24,0.348,32.3,0.390,0.390,1.077,0.78
25,0.363,32.1,0.400,0.400,1.070,0.80
26,0.379,32.0,0.420,0.420,1.067,0.84
27,0.395,32.0,0.430,0.430,1.067,0.86
28,0.411,32.0,0.450,0.450,1.067,0.90
29,0.427,32.0,0.460,0.460,1.067,0.92
30,0.443,31.9,0.480,0.480,1.063,0.96
31,0.460,32.0,0.490,0.490,1.067,0.98
32,0.475,32.3,0.510,0.510,1.077,1.02
33,0.492,32.7,0.520,0.520,1.090,1.04
34,0.507,33.2,0.540,0.540,1.107,1.08
35,0.524,33.8,0.550,0.550,1.127,1.10
36,0.540,35.0,0.570,0.570,1.167,1.14
37,0.555,36.7,0.580,0.580,1.223,1.16
38,0.571,38.8,0.590,0.590,1.293,1.18
39,0.587,41.2,0.610,0.610,1.373,1.22
40,0.604,43.3,0.620,0.620,1.443,1.24
41,0.619,46.5,0.640,0.640,1.550,1.28
42,0.635,49.6,0.650,0.650,1.653,1.30
43,0.652,52.8,0.670,0.670,1.760,1.34
44,0.667,55.8,0.680,0.680,1.860,1.36
45,0.684,58.9,0.700,0.700,1.963,1.40
46,0.700,61.9,0.710,0.710,2.063,1.42
47,0.715,64.9,0.730,0.730,2.163,1.46
48,0.732,67.9,0.740,0.740,2.263,1.48
49,0.747,70.9,0.760,0.760,2.363,1.52
50,0.763,73.8,0.770,0.770,2.460,1.54
51,0.780,76.8,0.790,0.790,2.560,1.58
52,0.796,79.7,0.800,0.800,2.657,1.60
53,0.811,82.5,0.810,0.810,2.750,1.62
54,0.828,84.9,0.830,0.830,2.830,1.66
55,0.843,88.2,0.840,0.840,2.940,1.68
56,0.859,91.3,0.860,0.860,3.043,1.72
57,0.875,94.2,0.870,0.870,3.140,1.74
58,0.891,97.1,0.890,0.890,3.237,1.78
59,0.908,100.0,0.900,0.900,3.333,1.80
60,0.923,102.8,0.920,0.920,3.427,1.84
61,0.939,105.6,0.930,0.930,3.520,1.86
62,0.955,108.3,0.950,0.950,3.610,1.90
63,0.972,111.1,0.960,0.960,3.703,1.92
64,0.987,113.8,0.980,0.980,3.793,1.96
65,1.004,116.6,0.990,0.990,3.887,1.98
66,1.019,119.3,1.000,1.000,3.977,2.00
67,1.035,122.0,1.020,1.020,4.067,2.04
68,1.052,124.2,1.030,1.030,4.140,2.06
69,1.067,127.2,1.050,1.050,4.240,2.10
70,1.083,130.2,1.060,1.060,4.340,2.12
71,1.099,133.1,1.080,1.080,4.437,2.16
72,1.115,135.9,1.090,1.090,4.530,2.18
73,1.132,138.6,1.110,1.110,4.620,2.22
74,1.147,141.4,1.120,1.120,4.713,2.24
75,1.163,144.0,1.140,1.140,4.800,2.28
76,1.179,146.7,1.150,1.150,4.890,2.30
77,1.195,149.3,1.170,1.170,4.977,2.34
78,1.212,151.9,1.180,1.180,5.063,2.36
79,1.227,154.4,1.190,1.190,5.147,2.38
80,1.244,157.0,1.210,1.210,5.233,2.42
81,1.259,159.0,1.220,1.220,5.300,2.44
82,1.276,161.8,1.240,1.240,5.393,2.48
83,1.291,164.6,1.250,1.250,5.487,2.50
84,1.307,167.3,1.270,1.270,5.577,2.54
85,1.323,169.9,1.280,1.280,5.663,2.56
86,1.339,172.4,1.300,1.300,5.747,2.60
87,1.356,174.9,1.310,1.310,5.830,2.62
88,1.372,177.3,1.330,1.330,5.910,2.66
89,1.388,179.7,1.340,1.340,5.990,2.68
90,1.404,182.1,1.350,1.350,6.070,2.70
91,1.420,184.5,1.370,1.370,6.150,2.74
92,1.436,186.8,1.380,1.380,6.227,2.76
93,1.451,189.1,1.400,1.400,6.303,2.80
94,1.468,191.4,1.410,1.410,6.380,2.82
95,1.483,192.7,1.430,1.430,6.423,2.86
96,1.499,195.3,1.440,1.440,6.510,2.88
97,1.516,197.9,1.460,1.460,6.597,2.92
98,1.532,200.4,1.470,1.470,6.680,2.94
99,1.547,202.9,1.490,1.490,6.763,2.98
100,1.563,205.3,1.500,1.500,6.843,3.00
101,1.580,207.6,1.520,1.520,6.920,3.04
102,1.596,209.8,1.530,1.530,6.993,3.06
103,1.611,212.0,1.540,1.540,7.067,3.08
