일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,15.4,0.000,0.060,0.513,0.00
3,0.011,18.2,0.080,0.080,0.607,0.16
4,0.027,20.9,0.090,0.090,0.697,0.18
5,0.044,23.5,0.110,0.110,0.783,0.22
6,0.059,25.3,0.120,0.120,0.843,0.24
7,0.075,26.1,0.140,0.140,0.870,0.28
8,0.091,26.4,0.150,0.150,0.880,0.30
9,0.107,26.6,0.170,0.170,0.887,0.34
10,0.123,27.2,0.180,0.180,0.907,0.36
11,0.139,28.2,0.200,0.200,0.940,0.40
12,0.155,29.3,0.210,0.210,0.977,0.42
13,0.172,30.3,0.230,0.230,1.010,0.46
14,0.187,31.4,0.240,0.240,1.047,0.48
15,0.203,32.8,0.260,0.260,1.093,0.52
16,0.219,33.4,0.270,0.270,1.113,0.54
17,0.235,31.9,0.290,0.290,1.063,0.58
18,0.251,30.4,0.300,0.300,1.013,0.60
19,0.267,29.7,0.320,0.320,0.990,0.64
20,0.284,29.4,0.330,0.330,0.980,0.66
21,0.300,28.8,0.340,0.340,0.960,0.68
22,0.316,28.3,0.360,0.360,0.943,0.72
23,0.332,28.0,0.370,0.370,0.933,0.74
24,0.347,27.8,0.390,0.390,0.927,0.78
25,0.364,27.6,0.400,0.400,0.920,0.80
26,0.379,27.6,0.420,0.420,0.920,0.84
27,0.395,27.6,0.430,0.430,0.920,0.86
28,0.412,27.6,0.450,0.450,0.920,0.90
29,0.427,27.6,0.460,0.460,0.920,0.92
30,0.443,27.7,0.480,0.480,0.923,0.96
31,0.459,27.9,0.490,0.490,0.930,0.98
32,0.475,28.4,0.510,0.510,0.947,1.02
33,0.491,29.1,0.520,0.520,0.970,1.04
34,0.507,30.0,0.540,0.540,1.000,1.08
35,0.523,31.2,0.550,0.550,1.040,1.10
36,0.539,32.9,0.570,0.570,1.097,1.14
37,0.555,35.0,0.580,0.580,1.167,1.16
38,0.571,36.8,0.590,0.590,1.227,1.18
39,0.588,39.8,0.610,0.610,1.327,1.22
40,0.603,42.9,0.620,0.620,1.430,1.24
41,0.620,45.9,0.640,0.640,1.530,1.28
42,0.635,49.0,0.650,0.650,1.633,1.30
43,0.650,52.0,0.670,0.670,1.733,1.34
44,0.668,55.0,0.680,0.680,1.833,1.36
45,0.683,58.0,0.700,0.700,1.933,1.40
46,0.698,61.0,0.710,0.710,2.033,1.42
47,0.715,64.0,0.730,0.730,2.133,1.46
48,0.732,66.9,0.740,0.740,2.230,1.48
49,0.747,69.8,0.760,0.760,2.327,1.52
50,0.764,72.8,0.770,0.770,2.427,1.54
51,0.780,74.9,0.780,0.780,2.497,1.56
52,0.795,78.0,0.800,0.800,2.600,1.60
53,0.812,81.3,0.810,0.810,2.710,1.62
54,0.827,84.5,0.830,0.830,2.817,1.66
55,0.843,87.6,0.840,0.840,2.920,1.68
56,0.860,90.6,0.860,0.860,3.020,1.72
57,0.876,93.5,0.870,0.870,3.117,1.74
58,0.891,96.4,0.890,0.890,3.213,1.78
59,0.908,99.3,0.900,0.900,3.310,1.80
60,0.923,102.2,0.920,0.920,3.407,1.84
61,0.940,105.0,0.930,0.930,3.500,1.86
62,0.955,107.9,0.950,0.950,3.597,1.90
63,0.971,110.7,0.960,0.960,3.690,1.92
64,0.987,113.5,0.980,0.980,3.783,1.96
65,1.004,114.9,0.990,0.990,3.830,1.98
66,1.019,118.1,1.000,1.000,3.937,2.00
67,1.036,121.3,1.020,1.020,4.043,2.04
68,1.051,124.3,1.030,1.030,4.143,2.06
69,1.067,127.2,1.050,1.050,4.240,2.10
70,1.083,130.0,1.060,1.060,4.333,2.12
71,1.100,132.7,1.080,1.080,4.423,2.16
72,1.116,135.4,1.090,1.090,4.513,2.18
73,1.132,138.0,1.110,1.110,4.600,2.22
74,1.147,140.6,1.120,1.120,4.687,2.24
75,1.164,143.2,1.140,1.140,4.773,2.28
76,1.179,145.8,1.150,1.150,4.860,2.30
77,1.196,148.3,1.170,1.170,4.943,2.34
78,1.211,150.9,1.180,1.180,5.030,2.36
79,1.227,152.9,1.190,1.190,5.097,2.38
80,1.243,155.9,1.210,1.210,5.197,2.42
81,1.259,158.6,1.220,1.220,5.287,2.44
82,1.276,161.2,1.240,1.240,5.373,2.48
83,1.292,165.0,1.260,1.260,5.500,2.52
84,1.308,166.3,1.270,1.270,5.543,2.54
85,1.323,168.7,1.280,1.280,5.623,2.56
86,1.339,171.2,1.300,1.300,5.707,2.60
87,1.355,174.9,1.320,1.320,5.830,2.64
88,1.371,177.3,1.330,1.330,5.910,2.66
89,1.387,178.4,1.340,1.340,5.947,2.68
90,1.404,182.1,1.360,1.360,6.070,2.72
91,1.420,184.5,1.380,1.380,6.150,2.76
92,1.435,186.3,1.390,1.390,6.210,2.78
93,1.451,189.1,1.410,1.410,6.303,2.82
94,1.468,191.6,1.420,1.420,6.387,2.84
95,1.484,194.1,1.430,1.430,6.470,2.86
96,1.500,196.5,1.450,1.450,6.550,2.90
97,1.516,198.8,1.460,1.460,6.627,2.92
98,1.531,201.2,1.480,1.480,6.707,2.96
99,1.547,203.4,1.490,1.490,6.780,2.98
100,1.564,205.6,1.510,1.510,6.853,3.02
101,1.580,207.9,1.520,1.520,6.930,3.04
102,1.596,210.0,1.540,1.540,7.000,3.08
103,1.612,212.2,1.550,1.550,7.073,3.10
