일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,14.2,0.000,0.070,0.473,0.00
3,0.010,17.1,0.080,0.080,0.570,0.16
4,0.026,20.0,0.100,0.100,0.667,0.20
5,0.043,22.5,0.110,0.110,0.750,0.22
6,0.058,24.2,0.130,0.130,0.807,0.26
7,0.074,24.8,0.140,0.140,0.827,0.28
8,0.091,25.1,0.160,0.160,0.837,0.32
9,0.106,25.5,0.170,0.170,0.850,0.34
10,0.122,26.3,0.190,0.190,0.877,0.38
11,0.138,27.1,0.200,0.200,0.903,0.40
12,0.154,27.8,0.220,0.220,0.927,0.44
13,0.171,28.8,0.230,0.230,0.960,0.46
14,0.186,30.0,0.250,0.250,1.000,0.50
15,0.202,31.4,0.260,0.260,1.047,0.52
16,0.218,32.5,0.280,0.280,1.083,0.56
17,0.234,31.2,0.290,0.290,1.040,0.58
18,0.250,29.5,0.300,0.300,0.983,0.60
19,0.267,28.7,0.320,0.320,0.957,0.64
20,0.283,28.2,0.330,0.330,0.940,0.66
21,0.299,27.6,0.350,0.350,0.920,0.70
22,0.314,27.1,0.360,0.360,0.903,0.72
23,0.331,26.7,0.380,0.380,0.890,0.76
24,0.346,26.4,0.390,0.390,0.880,0.78
25,0.362,26.3,0.410,0.410,0.877,0.82
26,0.378,26.3,0.420,0.420,0.877,0.84
27,0.394,26.4,0.440,0.440,0.880,0.88
28,0.411,26.3,0.450,0.450,0.877,0.90
29,0.427,26.3,0.470,0.470,0.877,0.94
30,0.442,26.4,0.480,0.480,0.880,0.96
31,0.458,26.6,0.500,0.500,0.887,1.00
32,0.475,27.0,0.510,0.510,0.900,1.02
33,0.490,27.5,0.520,0.520,0.917,1.04
34,0.507,28.2,0.540,0.540,0.940,1.08
35,0.522,29.3,0.550,0.550,0.977,1.10
36,0.538,31.1,0.570,0.570,1.037,1.14
37,0.555,33.2,0.580,0.580,1.107,1.16
38,0.571,35.7,0.600,0.600,1.190,1.20
39,0.586,38.3,0.610,0.610,1.277,1.22
40,0.602,40.6,0.630,0.630,1.353,1.26
41,0.618,43.8,0.640,0.640,1.460,1.28
42,0.635,46.9,0.660,0.660,1.563,1.32
43,0.651,49.8,0.670,0.670,1.660,1.34
44,0.666,52.8,0.690,0.690,1.760,1.38
45,0.682,55.6,0.700,0.700,1.853,1.40
46,0.699,58.5,0.720,0.720,1.950,1.44
47,0.714,61.3,0.730,0.730,2.043,1.46
48,0.731,64.0,0.740,0.740,2.133,1.48
49,0.747,66.7,0.760,0.760,2.223,1.52
50,0.762,69.5,0.770,0.770,2.317,1.54
51,0.778,72.3,0.790,0.790,2.410,1.58
52,0.795,75.1,0.800,0.800,2.503,1.60
53,0.810,77.2,0.820,0.820,2.573,1.64
54,0.826,80.4,0.830,0.830,2.680,1.66
55,0.843,83.4,0.850,0.850,2.780,1.70
56,0.858,86.3,0.860,0.860,2.877,1.72
57,0.875,89.1,0.880,0.880,2.970,1.76
58,0.891,91.9,0.890,0.890,3.063,1.78
59,0.907,94.6,0.910,0.910,3.153,1.82
60,0.923,97.4,0.920,0.920,3.247,1.84
61,0.939,100.1,0.930,0.930,3.337,1.86
62,0.955,102.7,0.950,0.950,3.423,1.90
63,0.971,105.4,0.960,0.960,3.513,1.92
64,0.986,108.0,0.980,0.980,3.600,1.96
65,1.002,110.7,0.990,0.990,3.690,1.98
66,1.018,113.3,1.010,1.010,3.777,2.02
67,1.034,114.8,1.020,1.020,3.827,2.04
68,1.051,118.0,1.040,1.040,3.933,2.08
69,1.067,121.0,1.050,1.050,4.033,2.10
70,1.083,123.8,1.070,1.070,4.127,2.14
71,1.099,126.5,1.080,1.080,4.217,2.16
72,1.115,129.1,1.100,1.100,4.303,2.20
73,1.130,131.7,1.110,1.110,4.390,2.22
74,1.147,134.2,1.120,1.120,4.473,2.24
75,1.163,136.7,1.140,1.140,4.557,2.28
76,1.179,139.2,1.150,1.150,4.640,2.30
77,1.195,141.6,1.170,1.170,4.720,2.34
78,1.211,144.1,1.180,1.180,4.803,2.36
79,1.227,146.4,1.200,1.200,4.880,2.40
80,1.243,148.3,1.210,1.210,4.943,2.42
81,1.259,151.0,1.230,1.230,5.033,2.46
82,1.275,153.5,1.240,1.240,5.117,2.48
83,1.291,156.0,1.260,1.260,5.200,2.52
84,1.307,158.4,1.270,1.270,5.280,2.54
85,1.323,160.7,1.280,1.280,5.357,2.56
86,1.339,163.1,1.300,1.300,5.437,2.60
87,1.355,165.4,1.310,1.310,5.513,2.62
88,1.371,167.7,1.330,1.330,5.590,2.66
89,1.386,169.9,1.340,1.340,5.663,2.68
90,1.403,172.2,1.360,1.360,5.740,2.72
91,1.419,174.4,1.370,1.370,5.813,2.74
92,1.435,176.6,1.390,1.390,5.887,2.78
93,1.451,178.8,1.400,1.400,5.960,2.80
94,1.467,180.0,1.420,1.420,6.000,2.84
95,1.483,182.6,1.430,1.430,6.087,2.86
96,1.499,185.1,1.440,1.440,6.170,2.88
97,1.516,187.5,1.460,1.460,6.250,2.92
98,1.531,189.8,1.470,1.470,6.327,2.94
99,1.547,192.0,1.490,1.490,6.400,2.98
100,1.563,194.2,1.500,1.500,6.473,3.00
101,1.579,196.3,1.520,1.520,6.543,3.04
102,1.596,198.5,1.530,1.530,6.617,3.06
103,1.611,200.6,1.550,1.550,6.687,3.10
