일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,5.8,0.000,0.060,0.193,0.00
3,0.011,7.1,0.080,0.080,0.237,0.16
4,0.027,8.3,0.090,0.090,0.277,0.18
5,0.043,9.6,0.110,0.110,0.320,0.22
6,0.059,10.6,0.120,0.120,0.353,0.24
7,0.075,11.7,0.140,0.140,0.390,0.28
8,0.091,13.2,0.150,0.150,0.440,0.30
9,0.107,14.4,0.170,0.170,0.480,0.34
10,0.123,15.6,0.180,0.180,0.520,0.36
11,0.139,16.7,0.200,0.200,0.557,0.40
12,0.155,17.6,0.210,0.210,0.587,0.42
13,0.171,18.3,0.230,0.230,0.610,0.46
14,0.187,18.9,0.240,0.240,0.630,0.48
15,0.203,19.3,0.260,0.260,0.643,0.52
16,0.219,19.6,0.270,0.270,0.653,0.54
17,0.235,20.0,0.290,0.290,0.667,0.58
18,0.251,20.1,0.300,0.300,0.670,0.60
19,0.267,20.2,0.320,0.320,0.673,0.64
20,0.283,20.2,0.330,0.330,0.673,0.66
21,0.299,20.6,0.340,0.340,0.687,0.68
22,0.315,21.0,0.360,0.360,0.700,0.72
23,0.331,21.3,0.370,0.370,0.710,0.74
24,0.347,21.6,0.390,0.390,0.720,0.78
25,0.364,21.9,0.400,0.400,0.730,0.80
26,0.379,22.3,0.420,0.420,0.743,0.84
27,0.395,22.9,0.430,0.430,0.763,0.86
28,0.411,23.6,0.450,0.450,0.787,0.90
29,0.427,24.4,0.460,0.460,0.813,0.92
30,0.443,25.1,0.480,0.480,0.837,0.96
31,0.459,25.9,0.490,0.490,0.863,0.98
32,0.475,26.6,0.510,0.510,0.887,1.02
33,0.491,27.0,0.520,0.520,0.900,1.04
34,0.507,27.8,0.540,0.540,0.927,1.08
35,0.523,28.0,0.550,0.550,0.933,1.10
36,0.539,27.3,0.570,0.570,0.910,1.14
37,0.555,25.6,0.580,0.580,0.853,1.16
38,0.571,24.2,0.590,0.590,0.807,1.18
39,0.587,23.3,0.610,0.610,0.777,1.22
40,0.603,22.5,0.620,0.620,0.750,1.24
41,0.619,22.1,0.640,0.640,0.737,1.28
42,0.635,21.8,0.650,0.650,0.727,1.30
43,0.651,21.5,0.670,0.670,0.717,1.34
44,0.668,21.3,0.680,0.680,0.710,1.36
45,0.684,21.3,0.700,0.700,0.710,1.40
46,0.699,21.3,0.710,0.710,0.710,1.42
47,0.716,21.7,0.730,0.730,0.723,1.46
48,0.731,22.0,0.740,0.740,0.733,1.48
49,0.747,22.4,0.760,0.760,0.747,1.52
50,0.763,22.8,0.770,0.770,0.760,1.54
51,0.780,23.3,0.780,0.780,0.777,1.56
52,0.795,24.1,0.800,0.800,0.803,1.60
53,0.811,25.0,0.810,0.810,0.833,1.62
54,0.827,26.0,0.830,0.830,0.867,1.66
55,0.843,27.0,0.840,0.840,0.900,1.68
56,0.859,28.0,0.860,0.860,0.933,1.72
57,0.875,29.0,0.870,0.870,0.967,1.74
58,0.891,29.8,0.890,0.890,0.993,1.78
59,0.907,30.4,0.900,0.900,1.013,1.80
60,0.923,31.0,0.920,0.920,1.033,1.84
61,0.939,31.9,0.930,0.930,1.063,1.86
62,0.955,32.6,0.950,0.950,1.087,1.90
63,0.971,33.2,0.960,0.960,1.107,1.92
64,0.987,33.7,0.970,0.970,1.123,1.94
65,1.003,34.1,0.990,0.990,1.137,1.98
66,1.019,34.3,1.000,1.000,1.143,2.00
67,1.035,34.7,1.020,1.020,1.157,2.04
68,1.051,35.0,1.030,1.030,1.167,2.06
69,1.067,35.3,1.050,1.050,1.177,2.10
70,1.084,35.6,1.060,1.060,1.187,2.12
71,1.100,36.0,1.080,1.080,1.200,2.16
72,1.116,36.2,1.090,1.090,1.207,2.18
73,1.132,36.7,1.110,1.110,1.223,2.22
74,1.148,37.0,1.120,1.120,1.233,2.24
75,1.164,37.3,1.140,1.140,1.243,2.28
76,1.179,37.5,1.150,1.150,1.250,2.30
77,1.195,37.9,1.160,1.160,1.263,2.32
78,1.211,38.2,1.180,1.180,1.273,2.36
79,1.227,38.5,1.190,1.190,1.283,2.38
80,1.243,38.9,1.210,1.210,1.297,2.42
81,1.259,39.2,1.220,1.220,1.307,2.44
82,1.275,39.6,1.240,1.240,1.320,2.48
83,1.291,39.9,1.250,1.250,1.330,2.50
84,1.308,40.3,1.270,1.270,1.343,2.54
85,1.323,40.5,1.280,1.280,1.350,2.56
86,1.339,40.7,1.300,1.300,1.357,2.60
87,1.355,41.2,1.310,1.310,1.373,2.62
88,1.371,41.6,1.330,1.330,1.387,2.66
89,1.387,41.9,1.340,1.340,1.397,2.68
90,1.403,42.2,1.350,1.350,1.407,2.70
91,1.420,42.6,1.370,1.370,1.420,2.74
92,1.436,42.9,1.380,1.380,1.430,2.76
93,1.451,43.3,1.400,1.400,1.443,2.80
94,1.468,43.7,1.410,1.410,1.457,2.82
95,1.483,43.9,1.430,1.430,1.463,2.86
96,1.500,44.3,1.440,1.440,1.477,2.88
97,1.515,44.6,1.460,1.460,1.487,2.92
98,1.532,45.0,1.470,1.470,1.500,2.94
99,1.548,45.1,1.490,1.490,1.503,2.98
100,1.563,45.4,1.500,1.500,1.513,3.00
101,1.579,45.9,1.510,1.510,1.530,3.02
102,1.596,46.1,1.530,1.530,1.537,3.06
103,1.612,46.5,1.540,1.540,1.550,3.08
