일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,14.2,0.000,0.070,0.473,0.00
3,0.010,16.8,0.080,0.080,0.560,0.16
4,0.027,18.1,0.100,0.100,0.603,0.20
5,0.042,21.1,0.110,0.110,0.703,0.22
6,0.058,23.6,0.130,0.130,0.787,0.26
7,0.075,24.7,0.140,0.140,0.823,0.28
8,0.090,25.1,0.160,0.160,0.837,0.32
9,0.105,25.7,0.170,0.170,0.857,0.34
10,0.122,26.6,0.190,0.190,0.887,0.38
11,0.138,27.4,0.200,0.200,0.913,0.40
12,0.154,28.0,0.220,0.220,0.933,0.44
13,0.170,28.8,0.230,0.230,0.960,0.46
14,0.186,30.2,0.250,0.250,1.007,0.50
15,0.203,32.0,0.260,0.260,1.067,0.52
16,0.219,33.8,0.280,0.280,1.127,0.56
17,0.235,33.6,0.290,0.290,1.120,0.58
18,0.250,31.8,0.300,0.300,1.060,0.60
19,0.267,29.9,0.320,0.320,0.997,0.64
20,0.282,28.8,0.330,0.330,0.960,0.66
21,0.298,27.9,0.350,0.350,0.930,0.70
22,0.314,27.4,0.360,0.360,0.913,0.72
23,0.330,27.0,0.380,0.380,0.900,0.76
24,0.346,26.9,0.390,0.390,0.897,0.78
25,0.363,26.7,0.410,0.410,0.890,0.82
26,0.378,26.6,0.420,0.420,0.887,0.84
27,0.394,26.6,0.440,0.440,0.887,0.88
28,0.411,26.5,0.450,0.450,0.883,0.90
29,0.426,26.5,0.470,0.470,0.883,0.94
30,0.443,26.5,0.480,0.480,0.883,0.96
31,0.459,26.5,0.500,0.500,0.883,1.00
32,0.475,26.5,0.510,0.510,0.883,1.02
33,0.491,26.5,0.520,0.520,0.883,1.04
34,0.506,26.6,0.540,0.540,0.887,1.08
35,0.522,26.9,0.550,0.550,0.897,1.10
36,0.538,27.4,0.570,0.570,0.913,1.14
37,0.555,28.2,0.580,0.580,0.940,1.16
38,0.570,29.4,0.600,0.600,0.980,1.20
39,0.586,31.0,0.610,0.610,1.033,1.22
40,0.603,33.0,0.630,0.630,1.100,1.26
41,0.618,35.4,0.640,0.640,1.180,1.28
42,0.634,38.0,0.660,0.660,1.267,1.32
43,0.650,40.7,0.670,0.670,1.357,1.34
44,0.666,42.8,0.690,0.690,1.427,1.38
45,0.683,46.0,0.700,0.700,1.533,1.40
46,0.699,49.1,0.720,0.720,1.637,1.44
47,0.715,52.2,0.730,0.730,1.740,1.46
48,0.730,55.2,0.740,0.740,1.840,1.48
49,0.746,58.2,0.760,0.760,1.940,1.52
50,0.763,61.1,0.770,0.770,2.037,1.54
51,0.779,63.9,0.790,0.790,2.130,1.58
52,0.795,66.8,0.800,0.800,2.227,1.60
53,0.810,69.6,0.820,0.820,2.320,1.64
54,0.827,72.4,0.830,0.830,2.413,1.66
55,0.842,75.2,0.850,0.850,2.507,1.70
56,0.858,77.9,0.860,0.860,2.597,1.72
57,0.874,80.6,0.880,0.880,2.687,1.76
58,0.890,82.8,0.890,0.890,2.760,1.78
59,0.907,85.9,0.910,0.910,2.863,1.82
60,0.923,88.7,0.920,0.920,2.957,1.84
61,0.939,91.4,0.930,0.930,3.047,1.86
62,0.954,94.1,0.950,0.950,3.137,1.90
63,0.970,96.6,0.960,0.960,3.220,1.92
64,0.987,99.1,0.980,0.980,3.303,1.96
65,1.002,101.6,0.990,0.990,3.387,1.98
66,1.018,104.1,1.010,1.010,3.470,2.02
67,1.034,106.5,1.020,1.020,3.550,2.04
68,1.051,108.9,1.040,1.040,3.630,2.08
69,1.066,111.3,1.050,1.050,3.710,2.10
70,1.082,113.6,1.070,1.070,3.787,2.14
71,1.098,115.4,1.080,1.080,3.847,2.16
72,1.114,118.1,1.100,1.100,3.937,2.20
73,1.131,120.6,1.110,1.110,4.020,2.22
74,1.147,123.0,1.120,1.120,4.100,2.24
75,1.163,125.3,1.140,1.140,4.177,2.28
76,1.178,127.5,1.150,1.150,4.250,2.30
77,1.194,129.7,1.170,1.170,4.323,2.34
78,1.211,131.7,1.180,1.180,4.390,2.36
79,1.226,133.6,1.200,1.200,4.453,2.40
80,1.243,135.5,1.210,1.210,4.517,2.42
81,1.259,137.2,1.230,1.230,4.573,2.46
82,1.275,138.9,1.240,1.240,4.630,2.48
83,1.291,140.4,1.260,1.260,4.680,2.52
84,1.307,141.9,1.270,1.270,4.730,2.54
85,1.323,143.2,1.290,1.290,4.773,2.58
86,1.338,145.0,1.300,1.300,4.833,2.60
87,1.354,146.5,1.310,1.310,4.883,2.62
88,1.371,147.9,1.330,1.330,4.930,2.66
89,1.386,149.3,1.340,1.340,4.977,2.68
90,1.402,150.6,1.360,1.360,5.020,2.72
91,1.418,151.9,1.370,1.370,5.063,2.74
92,1.434,153.2,1.390,1.390,5.107,2.78
93,1.450,154.5,1.400,1.400,5.150,2.80
94,1.466,155.8,1.420,1.420,5.193,2.84
95,1.483,157.0,1.430,1.430,5.233,2.86
96,1.499,158.3,1.450,1.450,5.277,2.90
97,1.514,159.5,1.460,1.460,5.317,2.92
98,1.531,160.1,1.470,1.470,5.337,2.94
99,1.547,161.5,1.490,1.490,5.383,2.98
100,1.563,162.9,1.500,1.500,5.430,3.00
101,1.579,164.3,1.520,1.520,5.477,3.04
102,1.595,165.6,1.530,1.530,5.520,3.06
103,1.611,166.9,1.550,1.550,5.563,3.10
