일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,17.8,0.000,0.080,0.593,0.00
3,0.016,20.7,0.090,0.090,0.690,0.18
4,0.031,23.5,0.110,0.110,0.783,0.22
5,0.047,25.6,0.120,0.120,0.853,0.24
6,0.063,26.7,0.140,0.140,0.890,0.28
7,0.079,27.1,0.150,0.150,0.903,0.30
8,0.095,27.7,0.160,0.160,0.923,0.32
9,0.110,28.8,0.180,0.180,0.960,0.36
10,0.127,29.6,0.190,0.190,0.987,0.38
11,0.143,30.3,0.210,0.210,1.010,0.42
12,0.159,31.1,0.220,0.220,1.037,0.44
13,0.176,32.1,0.240,0.240,1.070,0.48
14,0.192,33.5,0.250,0.250,1.117,0.50
15,0.207,34.3,0.270,0.270,1.143,0.54
16,0.223,32.9,0.280,0.280,1.097,0.56
17,0.239,31.2,0.300,0.300,1.040,0.60
18,0.255,29.9,0.310,0.310,0.997,0.62
19,0.271,29.3,0.330,0.330,0.977,0.66
20,0.287,29.1,0.340,0.340,0.970,0.68
21,0.303,28.8,0.360,0.360,0.960,0.72
22,0.319,28.7,0.370,0.370,0.957,0.74
23,0.335,28.4,0.390,0.390,0.947,0.78
24,0.351,28.2,0.400,0.400,0.940,0.80
25,0.367,28.0,0.410,0.410,0.933,0.82
26,0.383,27.9,0.430,0.430,0.930,0.86
27,0.399,27.8,0.440,0.440,0.927,0.88
28,0.416,27.7,0.460,0.460,0.923,0.92
29,0.431,27.7,0.470,0.470,0.923,0.94
30,0.447,27.7,0.490,0.490,0.923,0.98
31,0.463,27.8,0.500,0.500,0.927,1.00
32,0.479,28.0,0.520,0.520,0.933,1.04
33,0.495,28.4,0.530,0.530,0.947,1.06
34,0.511,29.1,0.550,0.550,0.970,1.10
35,0.527,29.7,0.560,0.560,0.990,1.12
36,0.543,31.7,0.580,0.580,1.057,1.16
37,0.559,34.2,0.590,0.590,1.140,1.18
38,0.575,36.7,0.610,0.610,1.223,1.22
39,0.591,39.4,0.620,0.620,1.313,1.24
40,0.608,42.1,0.630,0.630,1.403,1.26
41,0.623,44.9,0.650,0.650,1.497,1.30
42,0.639,47.7,0.660,0.660,1.590,1.32
43,0.655,50.5,0.680,0.680,1.683,1.36
44,0.672,53.3,0.690,0.690,1.777,1.38
45,0.687,56.1,0.710,0.710,1.870,1.42
46,0.703,58.9,0.720,0.720,1.963,1.44
47,0.719,61.7,0.740,0.740,2.057,1.48
48,0.735,64.5,0.750,0.750,2.150,1.50
49,0.751,66.0,0.770,0.770,2.200,1.54
50,0.768,69.4,0.780,0.780,2.313,1.56
51,0.783,72.5,0.800,0.800,2.417,1.60
52,0.800,75.4,0.810,0.810,2.513,1.62
53,0.816,78.3,0.830,0.830,2.610,1.66
54,0.832,81.1,0.840,0.840,2.703,1.68
55,0.848,83.8,0.850,0.850,2.793,1.70
56,0.864,86.5,0.870,0.870,2.883,1.74
57,0.880,89.1,0.880,0.880,2.970,1.76
58,0.896,91.7,0.900,0.900,3.057,1.80
59,0.912,94.4,0.910,0.910,3.147,1.82
60,0.928,97.0,0.930,0.930,3.233,1.86
61,0.943,99.7,0.940,0.940,3.323,1.88
62,0.959,101.7,0.960,0.960,3.390,1.92
63,0.975,104.8,0.970,0.970,3.493,1.94
64,0.991,107.7,0.990,0.990,3.590,1.98
65,1.007,110.6,1.000,1.000,3.687,2.00
66,1.024,113.4,1.020,1.020,3.780,2.04
67,1.039,116.1,1.030,1.030,3.870,2.06
68,1.055,118.8,1.040,1.040,3.960,2.08
69,1.072,121.5,1.060,1.060,4.050,2.12
70,1.088,124.2,1.070,1.070,4.140,2.14
71,1.103,126.8,1.090,1.090,4.227,2.18
72,1.119,129.4,1.100,1.100,4.313,2.20
73,1.135,132.0,1.120,1.120,4.400,2.24
74,1.151,134.5,1.130,1.130,4.483,2.26
75,1.167,137.1,1.150,1.150,4.570,2.30
76,1.183,138.4,1.160,1.160,4.613,2.32
77,1.199,141.5,1.180,1.180,4.717,2.36
78,1.215,144.4,1.190,1.190,4.813,2.38
79,1.231,147.1,1.200,1.200,4.903,2.40
80,1.247,149.7,1.220,1.220,4.990,2.44
81,1.263,152.3,1.230,1.230,5.077,2.46
82,1.280,154.7,1.250,1.250,5.157,2.50
83,1.296,157.1,1.260,1.260,5.237,2.52
84,1.311,159.5,1.280,1.280,5.317,2.56
85,1.327,161.8,1.290,1.290,5.393,2.58
86,1.344,164.1,1.310,1.310,5.470,2.62
87,1.360,166.4,1.320,1.320,5.547,2.64
88,1.376,168.7,1.340,1.340,5.623,2.68
89,1.392,171.0,1.350,1.350,5.700,2.70
90,1.408,172.8,1.370,1.370,5.760,2.74
91,1.423,175.3,1.380,1.380,5.843,2.76
92,1.439,177.7,1.390,1.390,5.923,2.78
93,1.456,180.0,1.410,1.410,6.000,2.82
94,1.471,182.3,1.420,1.420,6.077,2.84
95,1.488,184.6,1.440,1.440,6.153,2.88
96,1.503,186.8,1.450,1.450,6.227,2.90
97,1.520,189.0,1.470,1.470,6.300,2.94
98,1.536,191.2,1.480,1.480,6.373,2.96
99,1.552,193.3,1.500,1.500,6.443,3.00
100,1.568,195.4,1.510,1.510,6.513,3.02
101,1.583,197.5,1.530,1.530,6.583,3.06
102,1.599,199.6,1.540,1.540,6.653,3.08
103,1.616,201.3,1.550,1.550,6.710,3.10
