일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,14.4,0.000,0.060,0.480,0.00
3,0.012,17.3,0.080,0.080,0.577,0.16
4,0.028,20.2,0.090,0.090,0.673,0.18
5,0.044,23.0,0.110,0.110,0.767,0.22
6,0.060,25.5,0.120,0.120,0.850,0.24
7,0.076,27.4,0.140,0.140,0.913,0.28
8,0.092,28.2,0.150,0.150,0.940,0.30
9,0.108,28.5,0.170,0.170,0.950,0.34
10,0.124,28.8,0.180,0.180,0.960,0.36
11,0.139,29.2,0.200,0.200,0.973,0.40
12,0.155,29.6,0.210,0.210,0.987,0.42
13,0.171,29.8,0.230,0.230,0.993,0.46
14,0.187,31.0,0.240,0.240,1.033,0.48
15,0.204,32.8,0.260,0.260,1.093,0.52
16,0.220,34.9,0.270,0.270,1.163,0.54
17,0.236,37.1,0.290,0.290,1.237,0.58
18,0.252,39.2,0.300,0.300,1.307,0.60
19,0.268,38.7,0.320,0.320,1.290,0.64
20,0.284,35.6,0.330,0.330,1.187,0.66
21,0.300,33.4,0.350,0.350,1.113,0.70
22,0.316,32.2,0.360,0.360,1.073,0.72
23,0.332,31.9,0.370,0.370,1.063,0.74
24,0.348,32.1,0.390,0.390,1.070,0.78
25,0.364,31.7,0.400,0.400,1.057,0.80
26,0.380,31.0,0.420,0.420,1.033,0.84
27,0.396,30.5,0.430,0.430,1.017,0.86
28,0.412,30.2,0.450,0.450,1.007,0.90
29,0.428,30.1,0.460,0.460,1.003,0.92
30,0.444,30.0,0.480,0.480,1.000,0.96
31,0.460,29.8,0.490,0.490,0.993,0.98
32,0.476,29.7,0.510,0.510,0.990,1.02
33,0.492,29.6,0.520,0.520,0.987,1.04
34,0.508,29.5,0.540,0.540,0.983,1.08
35,0.524,29.5,0.550,0.550,0.983,1.10
36,0.540,29.5,0.570,0.570,0.983,1.14
37,0.556,29.5,0.580,0.580,0.983,1.16
38,0.572,29.7,0.590,0.590,0.990,1.18
39,0.588,30.1,0.610,0.610,1.003,1.22
40,0.604,31.6,0.620,0.620,1.053,1.24
41,0.620,33.6,0.640,0.640,1.120,1.28
42,0.636,35.9,0.650,0.650,1.197,1.30
43,0.652,38.4,0.670,0.670,1.280,1.34
44,0.668,41.0,0.680,0.680,1.367,1.36
45,0.685,43.8,0.700,0.700,1.460,1.40
46,0.700,46.5,0.710,0.710,1.550,1.42
47,0.716,49.3,0.730,0.730,1.643,1.46
48,0.732,52.1,0.740,0.740,1.737,1.48
49,0.748,54.9,0.760,0.760,1.830,1.52
50,0.764,57.8,0.770,0.770,1.927,1.54
51,0.780,60.6,0.790,0.790,2.020,1.58
52,0.796,63.3,0.800,0.800,2.110,1.60
53,0.812,65.7,0.810,0.810,2.190,1.62
54,0.828,68.8,0.830,0.830,2.293,1.66
55,0.844,71.8,0.840,0.840,2.393,1.68
56,0.860,74.6,0.860,0.860,2.487,1.72
57,0.876,77.3,0.870,0.870,2.577,1.74
58,0.892,80.0,0.890,0.890,2.667,1.78
59,0.908,82.7,0.900,0.900,2.757,1.80
60,0.924,85.3,0.920,0.920,2.843,1.84
61,0.939,87.9,0.930,0.930,2.930,1.86
62,0.956,90.4,0.950,0.950,3.013,1.90
63,0.972,93.0,0.960,0.960,3.100,1.92
64,0.988,95.5,0.980,0.980,3.183,1.96
65,1.004,98.1,0.990,0.990,3.270,1.98
66,1.020,99.4,1.000,1.000,3.313,2.00
67,1.036,102.4,1.020,1.020,3.413,2.04
68,1.052,105.3,1.030,1.030,3.510,2.06
69,1.068,108.1,1.050,1.050,3.603,2.10
70,1.084,110.7,1.060,1.060,3.690,2.12
71,1.100,113.2,1.080,1.080,3.773,2.16
72,1.116,115.7,1.090,1.090,3.857,2.18
73,1.132,118.2,1.110,1.110,3.940,2.22
74,1.148,120.6,1.120,1.120,4.020,2.24
75,1.164,123.0,1.140,1.140,4.100,2.28
76,1.180,125.3,1.150,1.150,4.177,2.30
77,1.196,127.6,1.170,1.170,4.253,2.34
78,1.212,129.9,1.180,1.180,4.330,2.36
79,1.228,131.6,1.190,1.190,4.387,2.38
80,1.245,133.9,1.210,1.210,4.463,2.42
81,1.260,136.5,1.220,1.220,4.550,2.44
82,1.277,138.9,1.240,1.240,4.630,2.48
83,1.292,141.2,1.250,1.250,4.707,2.50
84,1.308,143.4,1.270,1.270,4.780,2.54
85,1.324,145.6,1.280,1.280,4.853,2.56
86,1.340,147.7,1.300,1.300,4.923,2.60
87,1.356,149.7,1.310,1.310,4.990,2.62
88,1.372,151.8,1.330,1.330,5.060,2.66
89,1.388,153.8,1.340,1.340,5.127,2.68
90,1.404,155.8,1.350,1.350,5.193,2.70
91,1.421,157.7,1.370,1.370,5.257,2.74
92,1.436,159.6,1.380,1.380,5.320,2.76
93,1.452,161.0,1.400,1.400,5.367,2.80
94,1.468,163.0,1.410,1.410,5.433,2.82
95,1.484,165.0,1.430,1.430,5.500,2.86
96,1.500,166.8,1.440,1.440,5.560,2.88
97,1.516,168.5,1.460,1.460,5.617,2.92
98,1.532,170.2,1.470,1.470,5.673,2.94
99,1.548,171.8,1.490,1.490,5.727,2.98
100,1.564,173.3,1.500,1.500,5.777,3.00
101,1.580,174.8,1.510,1.510,5.827,3.02
102,1.596,176.3,1.530,1.530,5.877,3.06
103,1.612,177.7,1.540,1.540,5.923,3.08
