일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,14.7,0.000,0.070,0.490,0.00
3,0.012,17.7,0.080,0.080,0.590,0.16
4,0.027,20.5,0.100,0.100,0.683,0.20
5,0.044,23.2,0.110,0.110,0.773,0.22
6,0.059,25.7,0.130,0.130,0.857,0.26
7,0.075,27.5,0.140,0.140,0.917,0.28
8,0.091,28.1,0.160,0.160,0.937,0.32
9,0.107,28.3,0.170,0.170,0.943,0.34
10,0.123,28.5,0.190,0.190,0.950,0.38
11,0.139,28.7,0.200,0.200,0.957,0.40
12,0.155,29.3,0.220,0.220,0.977,0.44
13,0.172,29.8,0.230,0.230,0.993,0.46
14,0.187,31.3,0.250,0.250,1.043,0.50
15,0.203,33.1,0.260,0.260,1.103,0.52
16,0.219,35.2,0.280,0.280,1.173,0.56
17,0.235,36.8,0.290,0.290,1.227,0.58
18,0.250,35.4,0.300,0.300,1.180,0.60
19,0.267,33.3,0.320,0.320,1.110,0.64
20,0.283,31.9,0.330,0.330,1.063,0.66
21,0.299,30.9,0.350,0.350,1.030,0.70
22,0.315,30.3,0.360,0.360,1.010,0.72
23,0.331,30.1,0.380,0.380,1.003,0.76
24,0.347,30.1,0.390,0.390,1.003,0.78
25,0.364,29.9,0.410,0.410,0.997,0.82
26,0.379,29.7,0.420,0.420,0.990,0.84
27,0.396,29.7,0.440,0.440,0.990,0.88
28,0.411,29.7,0.450,0.450,0.990,0.90
29,0.427,29.6,0.470,0.470,0.987,0.94
30,0.443,29.5,0.480,0.480,0.983,0.96
31,0.459,29.5,0.500,0.500,0.983,1.00
32,0.475,29.4,0.510,0.510,0.980,1.02
33,0.492,29.4,0.520,0.520,0.980,1.04
34,0.507,29.4,0.540,0.540,0.980,1.08
35,0.523,29.5,0.550,0.550,0.983,1.10
36,0.539,30.2,0.570,0.570,1.007,1.14
37,0.556,31.2,0.580,0.580,1.040,1.16
38,0.570,32.8,0.600,0.600,1.093,1.20
39,0.587,34.9,0.610,0.610,1.163,1.22
40,0.603,37.3,0.630,0.630,1.243,1.26
41,0.619,39.5,0.640,0.640,1.317,1.28
42,0.635,42.6,0.660,0.660,1.420,1.32
43,0.651,45.6,0.670,0.670,1.520,1.34
44,0.667,48.6,0.690,0.690,1.620,1.38
45,0.683,51.5,0.700,0.700,1.717,1.40
46,0.699,54.5,0.720,0.720,1.817,1.44
47,0.716,57.4,0.730,0.730,1.913,1.46
48,0.731,60.4,0.740,0.740,2.013,1.48
49,0.747,63.3,0.760,0.760,2.110,1.52
50,0.763,66.1,0.770,0.770,2.203,1.54
51,0.779,68.9,0.790,0.790,2.297,1.58
52,0.795,71.7,0.800,0.800,2.390,1.60
53,0.811,74.5,0.820,0.820,2.483,1.64
54,0.828,76.7,0.830,0.830,2.557,1.66
55,0.843,80.0,0.850,0.850,2.667,1.70
56,0.859,83.0,0.860,0.860,2.767,1.72
57,0.876,85.9,0.880,0.880,2.863,1.76
58,0.891,88.8,0.890,0.890,2.960,1.78
59,0.907,91.7,0.910,0.910,3.057,1.82
60,0.924,94.5,0.920,0.920,3.150,1.84
61,0.939,97.2,0.930,0.930,3.240,1.86
62,0.955,100.0,0.950,0.950,3.333,1.90
63,0.971,102.7,0.960,0.960,3.423,1.92
64,0.988,105.4,0.980,0.980,3.513,1.96
65,1.003,108.1,0.990,0.990,3.603,1.98
66,1.020,110.8,1.010,1.010,3.693,2.02
67,1.036,113.5,1.020,1.020,3.783,2.04
68,1.052,115.0,1.040,1.040,3.833,2.08
69,1.067,118.2,1.050,1.050,3.940,2.10
70,1.083,121.3,1.070,1.070,4.043,2.14
71,1.100,124.2,1.080,1.080,4.140,2.16
72,1.115,126.9,1.100,1.100,4.230,2.20
73,1.132,129.7,1.110,1.110,4.323,2.22
74,1.147,132.3,1.120,1.120,4.410,2.24
75,1.163,134.9,1.140,1.140,4.497,2.28
76,1.180,137.4,1.150,1.150,4.580,2.30
77,1.195,139.9,1.170,1.170,4.663,2.34
78,1.212,142.4,1.180,1.180,4.747,2.36
79,1.227,144.8,1.200,1.200,4.827,2.40
80,1.244,147.2,1.210,1.210,4.907,2.42
81,1.259,149.0,1.230,1.230,4.967,2.46
82,1.275,151.6,1.240,1.240,5.053,2.48
83,1.291,154.3,1.260,1.260,5.143,2.52
84,1.308,156.8,1.270,1.270,5.227,2.54
85,1.323,159.3,1.290,1.290,5.310,2.58
86,1.339,161.8,1.300,1.300,5.393,2.60
87,1.355,164.2,1.310,1.310,5.473,2.62
88,1.371,166.6,1.330,1.330,5.553,2.66
89,1.387,168.9,1.340,1.340,5.630,2.68
90,1.404,171.3,1.360,1.360,5.710,2.72
91,1.420,173.7,1.370,1.370,5.790,2.74
92,1.435,176.0,1.390,1.390,5.867,2.78
93,1.452,178.3,1.400,1.400,5.943,2.80
94,1.468,180.6,1.420,1.420,6.020,2.84
95,1.483,182.4,1.430,1.430,6.080,2.86
96,1.499,184.9,1.450,1.450,6.163,2.90
97,1.515,187.4,1.460,1.460,6.247,2.92
98,1.531,189.7,1.470,1.470,6.323,2.94
99,1.547,192.1,1.490,1.490,6.403,2.98
100,1.563,194.4,1.500,1.500,6.480,3.00
101,1.579,196.6,1.520,1.520,6.553,3.04
102,1.596,198.9,1.530,1.530,6.630,3.06
103,1.611,201.0,1.550,1.550,6.700,3.10
