일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,14.4,0.000,0.070,0.480,0.00
3,0.011,17.2,0.080,0.080,0.573,0.16
4,0.027,20.0,0.100,0.100,0.667,0.20
5,0.042,22.6,0.110,0.110,0.753,0.22
6,0.059,24.6,0.130,0.130,0.820,0.26
7,0.075,25.6,0.140,0.140,0.853,0.28
8,0.091,25.9,0.160,0.160,0.863,0.32
9,0.107,26.6,0.170,0.170,0.887,0.34
10,0.123,27.3,0.190,0.190,0.910,0.38
11,0.138,28.2,0.200,0.200,0.940,0.40
12,0.155,29.0,0.220,0.220,0.967,0.44
13,0.171,29.9,0.230,0.230,0.997,0.46
14,0.187,31.1,0.250,0.250,1.037,0.50
15,0.202,32.8,0.260,0.260,1.093,0.52
16,0.219,34.6,0.280,0.280,1.153,0.56
17,0.235,34.7,0.290,0.290,1.157,0.58
18,0.251,33.1,0.300,0.300,1.103,0.60
19,0.267,31.7,0.320,0.320,1.057,0.64
20,0.283,30.4,0.330,0.330,1.013,0.66
21,0.299,29.5,0.350,0.350,0.983,0.70
22,0.315,29.2,0.360,0.360,0.973,0.72
23,0.331,28.8,0.380,0.380,0.960,0.76
24,0.347,28.5,0.390,0.390,0.950,0.78
25,0.363,28.3,0.410,0.410,0.943,0.82
26,0.379,28.2,0.420,0.420,0.940,0.84
27,0.395,28.1,0.440,0.440,0.937,0.88
28,0.411,28.1,0.450,0.450,0.937,0.90
29,0.427,28.2,0.470,0.470,0.940,0.94
30,0.443,28.6,0.480,0.480,0.953,0.96
31,0.459,29.3,0.500,0.500,0.977,1.00
32,0.475,30.1,0.510,0.510,1.003,1.02
33,0.491,31.3,0.520,0.520,1.043,1.04
34,0.507,33.0,0.540,0.540,1.100,1.08
35,0.523,35.1,0.550,0.550,1.170,1.10
36,0.539,37.0,0.570,0.570,1.233,1.14
37,0.555,39.9,0.580,0.580,1.330,1.16
38,0.571,42.9,0.600,0.600,1.430,1.20
39,0.587,45.9,0.610,0.610,1.530,1.22
40,0.603,48.8,0.630,0.630,1.627,1.26
41,0.619,51.7,0.640,0.640,1.723,1.28
42,0.635,54.6,0.660,0.660,1.820,1.32
43,0.651,57.5,0.670,0.670,1.917,1.34
44,0.667,60.3,0.690,0.690,2.010,1.38
45,0.683,63.2,0.700,0.700,2.107,1.40
46,0.698,66.0,0.720,0.720,2.200,1.44
47,0.715,68.8,0.730,0.730,2.293,1.46
48,0.731,71.7,0.740,0.740,2.390,1.48
49,0.747,73.1,0.760,0.760,2.437,1.52
50,0.763,76.1,0.770,0.770,2.537,1.54
51,0.779,79.5,0.790,0.790,2.650,1.58
52,0.795,82.7,0.800,0.800,2.757,1.60
53,0.811,85.7,0.820,0.820,2.857,1.64
54,0.826,88.6,0.830,0.830,2.953,1.66
55,0.843,91.4,0.850,0.850,3.047,1.70
56,0.860,94.1,0.860,0.860,3.137,1.72
57,0.875,96.8,0.880,0.880,3.227,1.76
58,0.891,99.5,0.890,0.890,3.317,1.78
59,0.908,102.1,0.910,0.910,3.403,1.82
60,0.924,104.7,0.920,0.920,3.490,1.84
61,0.939,107.2,0.930,0.930,3.573,1.86
62,0.955,109.8,0.950,0.950,3.660,1.90
63,0.970,111.7,0.960,0.960,3.723,1.92
64,0.987,114.4,0.980,0.980,3.813,1.96
65,1.004,117.3,0.990,0.990,3.910,1.98
66,1.019,120.0,1.010,1.010,4.000,2.02
67,1.035,122.6,1.020,1.020,4.087,2.04
68,1.051,125.3,1.040,1.040,4.177,2.08
69,1.067,127.7,1.050,1.050,4.257,2.10
70,1.083,130.2,1.070,1.070,4.340,2.14
71,1.100,132.7,1.080,1.080,4.423,2.16
72,1.116,135.1,1.100,1.100,4.503,2.20
73,1.132,137.5,1.110,1.110,4.583,2.22
74,1.148,139.9,1.120,1.120,4.663,2.24
75,1.163,142.2,1.140,1.140,4.740,2.28
76,1.179,144.6,1.150,1.150,4.820,2.30
77,1.195,146.3,1.170,1.170,4.877,2.34
78,1.211,149.0,1.180,1.180,4.967,2.36
79,1.228,151.6,1.200,1.200,5.053,2.40
80,1.244,154.1,1.210,1.210,5.137,2.42
81,1.260,156.5,1.230,1.230,5.217,2.46
82,1.275,158.8,1.240,1.240,5.293,2.48
83,1.292,161.1,1.260,1.260,5.370,2.52
84,1.308,163.4,1.270,1.270,5.447,2.54
85,1.324,165.6,1.280,1.280,5.520,2.56
86,1.340,167.8,1.300,1.300,5.593,2.60
87,1.356,170.0,1.310,1.310,5.667,2.62
88,1.372,172.1,1.330,1.330,5.737,2.66
89,1.388,174.2,1.340,1.340,5.807,2.68
90,1.404,175.2,1.360,1.360,5.840,2.72
91,1.419,177.5,1.370,1.370,5.917,2.74
92,1.436,180.0,1.390,1.390,6.000,2.78
93,1.451,182.3,1.400,1.400,6.077,2.80
94,1.467,184.5,1.420,1.420,6.150,2.84
95,1.483,186.6,1.430,1.430,6.220,2.86
96,1.499,188.6,1.450,1.450,6.287,2.90
97,1.516,190.6,1.460,1.460,6.353,2.92
98,1.531,192.6,1.470,1.470,6.420,2.94
99,1.548,194.5,1.490,1.490,6.483,2.98
100,1.563,196.4,1.500,1.500,6.547,3.00
101,1.579,198.2,1.520,1.520,6.607,3.04
102,1.596,200.0,1.530,1.530,6.667,3.06
103,1.612,201.7,1.550,1.550,6.723,3.10
