일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,18.5,0.000,0.070,0.617,0.00
3,0.010,21.4,0.080,0.080,0.713,0.16
4,0.027,24.0,0.090,0.090,0.800,0.18
5,0.042,26.5,0.110,0.110,0.883,0.22
6,0.058,28.5,0.120,0.120,0.950,0.24
7,0.074,29.8,0.140,0.140,0.993,0.28
8,0.090,30.2,0.150,0.150,1.007,0.30
9,0.106,30.5,0.170,0.170,1.017,0.34
10,0.122,31.1,0.180,0.180,1.037,0.36
11,0.138,31.8,0.200,0.200,1.060,0.40
12,0.154,32.6,0.210,0.210,1.087,0.42
13,0.170,33.7,0.230,0.230,1.123,0.46
14,0.186,35.2,0.240,0.240,1.173,0.48
15,0.202,37.0,0.260,0.260,1.233,0.52
16,0.218,38.7,0.270,0.270,1.290,0.54
17,0.234,37.7,0.290,0.290,1.257,0.58
18,0.250,35.5,0.300,0.300,1.183,0.60
19,0.266,34.1,0.320,0.320,1.137,0.64
20,0.282,33.1,0.330,0.330,1.103,0.66
21,0.298,32.4,0.350,0.350,1.080,0.70
22,0.314,32.1,0.360,0.360,1.070,0.72
23,0.330,31.9,0.370,0.370,1.063,0.74
24,0.346,31.7,0.390,0.390,1.057,0.78
25,0.362,31.5,0.400,0.400,1.050,0.80
26,0.378,31.4,0.420,0.420,1.047,0.84
27,0.394,31.3,0.430,0.430,1.043,0.86
28,0.410,31.3,0.450,0.450,1.043,0.90
29,0.427,31.3,0.460,0.460,1.043,0.92
30,0.442,31.3,0.480,0.480,1.043,0.96
31,0.458,31.3,0.490,0.490,1.043,0.98
32,0.475,31.3,0.510,0.510,1.043,1.02
33,0.490,31.4,0.520,0.520,1.047,1.04
34,0.507,31.6,0.540,0.540,1.053,1.08
35,0.522,32.0,0.550,0.550,1.067,1.10
36,0.539,32.5,0.570,0.570,1.083,1.14
37,0.554,33.7,0.580,0.580,1.123,1.16
38,0.569,35.0,0.590,0.590,1.167,1.18
39,0.586,36.8,0.610,0.610,1.227,1.22
40,0.603,39.1,0.620,0.620,1.303,1.24
41,0.618,41.6,0.640,0.640,1.387,1.28
42,0.634,44.4,0.650,0.650,1.480,1.30
43,0.650,47.3,0.670,0.670,1.577,1.34
44,0.665,50.2,0.680,0.680,1.673,1.36
45,0.682,53.3,0.700,0.700,1.777,1.40
46,0.697,56.3,0.710,0.710,1.877,1.42
47,0.714,59.3,0.730,0.730,1.977,1.46
48,0.730,62.4,0.740,0.740,2.080,1.48
49,0.746,64.7,0.760,0.760,2.157,1.52
50,0.762,67.9,0.770,0.770,2.263,1.54
51,0.778,71.3,0.790,0.790,2.377,1.58
52,0.794,74.6,0.800,0.800,2.487,1.60
53,0.810,77.8,0.810,0.810,2.593,1.62
54,0.826,80.9,0.830,0.830,2.697,1.66
55,0.842,83.9,0.840,0.840,2.797,1.68
56,0.858,86.9,0.860,0.860,2.897,1.72
57,0.874,89.9,0.870,0.870,2.997,1.74
58,0.890,92.9,0.890,0.890,3.097,1.78
59,0.905,95.9,0.900,0.900,3.197,1.80
60,0.923,98.8,0.920,0.920,3.293,1.84
61,0.938,101.7,0.930,0.930,3.390,1.86
62,0.954,104.7,0.950,0.950,3.490,1.90
63,0.969,106.8,0.960,0.960,3.560,1.92
64,0.986,110.1,0.980,0.980,3.670,1.96
65,1.002,113.4,0.990,0.990,3.780,1.98
66,1.018,116.5,1.000,1.000,3.883,2.00
67,1.034,119.4,1.020,1.020,3.980,2.04
68,1.051,122.4,1.030,1.030,4.080,2.06
69,1.066,125.2,1.050,1.050,4.173,2.10
70,1.082,128.1,1.060,1.060,4.270,2.12
71,1.098,130.9,1.080,1.080,4.363,2.16
72,1.114,133.7,1.090,1.090,4.457,2.18
73,1.131,136.5,1.110,1.110,4.550,2.22
74,1.146,139.2,1.120,1.120,4.640,2.24
75,1.162,142.0,1.140,1.140,4.733,2.28
76,1.178,144.0,1.150,1.150,4.800,2.30
77,1.194,146.3,1.170,1.170,4.877,2.34
78,1.210,149.6,1.180,1.180,4.987,2.36
79,1.226,152.6,1.190,1.190,5.087,2.38
80,1.242,155.5,1.210,1.210,5.183,2.42
81,1.259,158.3,1.220,1.220,5.277,2.44
82,1.275,161.1,1.240,1.240,5.370,2.48
83,1.291,163.8,1.250,1.250,5.460,2.50
84,1.307,166.4,1.270,1.270,5.547,2.54
85,1.323,169.0,1.280,1.280,5.633,2.56
86,1.339,171.6,1.300,1.300,5.720,2.60
87,1.355,174.1,1.310,1.310,5.803,2.62
88,1.371,176.6,1.330,1.330,5.887,2.66
89,1.386,179.1,1.340,1.340,5.970,2.68
90,1.402,180.4,1.350,1.350,6.013,2.70
91,1.418,183.2,1.370,1.370,6.107,2.74
92,1.435,186.0,1.380,1.380,6.200,2.76
93,1.450,188.6,1.400,1.400,6.287,2.80
94,1.467,191.1,1.410,1.410,6.370,2.82
95,1.483,193.5,1.430,1.430,6.450,2.86
96,1.498,195.9,1.440,1.440,6.530,2.88
97,1.515,198.3,1.460,1.460,6.610,2.92
98,1.531,200.6,1.470,1.470,6.687,2.94
99,1.547,202.8,1.490,1.490,6.760,2.98
100,1.562,205.1,1.500,1.500,6.837,3.00
101,1.579,207.3,1.520,1.520,6.910,3.04
102,1.595,209.5,1.530,1.530,6.983,3.06
103,1.611,211.1,1.540,1.540,7.037,3.08
