일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,13.1,0.000,0.060,0.437,0.00
3,0.011,14.6,0.080,0.080,0.487,0.16
4,0.027,18.1,0.090,0.090,0.603,0.18
5,0.043,21.8,0.110,0.110,0.727,0.22
6,0.058,25.1,0.120,0.120,0.837,0.24
7,0.075,27.5,0.140,0.140,0.917,0.28
8,0.091,28.8,0.150,0.150,0.960,0.30
9,0.107,29.4,0.170,0.170,0.980,0.34
10,0.123,29.7,0.180,0.180,0.990,0.36
11,0.139,30.3,0.200,0.200,1.010,0.40
12,0.155,31.1,0.210,0.210,1.037,0.42
13,0.171,32.0,0.230,0.230,1.067,0.46
14,0.187,33.0,0.240,0.240,1.100,0.48
15,0.203,33.9,0.260,0.260,1.130,0.52
16,0.219,35.2,0.270,0.270,1.173,0.54
17,0.234,36.1,0.290,0.290,1.203,0.58
18,0.251,35.6,0.300,0.300,1.187,0.60
19,0.267,34.1,0.320,0.320,1.137,0.64
20,0.283,33.3,0.330,0.330,1.110,0.66
21,0.298,32.9,0.340,0.340,1.097,0.68
22,0.315,32.3,0.360,0.360,1.077,0.72
23,0.331,31.7,0.370,0.370,1.057,0.74
24,0.347,31.3,0.390,0.390,1.043,0.78
25,0.363,31.1,0.400,0.400,1.037,0.80
26,0.379,31.0,0.420,0.420,1.033,0.84
27,0.397,31.0,0.430,0.430,1.033,0.86
28,0.410,30.8,0.450,0.450,1.027,0.90
29,0.427,30.8,0.460,0.460,1.027,0.92
30,0.443,30.8,0.480,0.480,1.027,0.96
31,0.459,30.7,0.490,0.490,1.023,0.98
32,0.475,30.8,0.510,0.510,1.027,1.02
33,0.491,31.2,0.520,0.520,1.040,1.04
34,0.507,31.7,0.540,0.540,1.057,1.08
35,0.524,32.5,0.550,0.550,1.083,1.10
36,0.539,33.8,0.560,0.560,1.127,1.12
37,0.555,35.6,0.580,0.580,1.187,1.16
38,0.571,37.9,0.590,0.590,1.263,1.18
39,0.587,40.5,0.610,0.610,1.350,1.22
40,0.603,43.3,0.620,0.620,1.443,1.24
41,0.619,46.2,0.640,0.640,1.540,1.28
42,0.635,49.2,0.650,0.650,1.640,1.30
43,0.651,52.2,0.670,0.670,1.740,1.34
44,0.667,54.4,0.680,0.680,1.813,1.36
45,0.684,57.8,0.700,0.700,1.927,1.40
46,0.699,61.3,0.710,0.710,2.043,1.42
47,0.715,64.6,0.730,0.730,2.153,1.46
48,0.731,67.9,0.740,0.740,2.263,1.48
49,0.748,71.1,0.760,0.760,2.370,1.52
50,0.763,74.2,0.770,0.770,2.473,1.54
51,0.780,77.3,0.780,0.780,2.577,1.56
52,0.796,80.4,0.800,0.800,2.680,1.60
53,0.811,83.5,0.810,0.810,2.783,1.62
54,0.827,86.5,0.830,0.830,2.883,1.66
55,0.843,89.6,0.840,0.840,2.987,1.68
56,0.859,92.7,0.860,0.860,3.090,1.72
57,0.875,94.9,0.870,0.870,3.163,1.74
58,0.891,97.3,0.890,0.890,3.243,1.78
59,0.907,101.0,0.900,0.900,3.367,1.80
60,0.923,104.5,0.920,0.920,3.483,1.84
61,0.940,107.8,0.930,0.930,3.593,1.86
62,0.955,111.0,0.950,0.950,3.700,1.90
63,0.971,114.1,0.960,0.960,3.803,1.92
64,0.987,117.2,0.970,0.970,3.907,1.94
65,1.004,120.2,0.990,0.990,4.007,1.98
66,1.019,123.2,1.000,1.000,4.107,2.00
67,1.035,126.2,1.020,1.020,4.207,2.04
68,1.052,129.2,1.030,1.030,4.307,2.06
69,1.067,132.2,1.050,1.050,4.407,2.10
70,1.083,135.1,1.060,1.060,4.503,2.12
71,1.099,137.3,1.080,1.080,4.577,2.16
72,1.115,140.5,1.090,1.090,4.683,2.18
73,1.132,143.7,1.110,1.110,4.790,2.22
74,1.148,146.8,1.120,1.120,4.893,2.24
75,1.163,149.8,1.140,1.140,4.993,2.28
76,1.180,152.7,1.150,1.150,5.090,2.30
77,1.196,155.6,1.160,1.160,5.187,2.32
78,1.212,158.4,1.180,1.180,5.280,2.36
79,1.227,161.1,1.190,1.190,5.370,2.38
80,1.243,163.8,1.210,1.210,5.460,2.42
81,1.260,166.5,1.220,1.220,5.550,2.44
82,1.276,169.2,1.240,1.240,5.640,2.48
83,1.292,171.8,1.250,1.250,5.727,2.50
84,1.307,174.5,1.270,1.270,5.817,2.54
85,1.323,176.7,1.280,1.280,5.890,2.56
86,1.340,179.8,1.300,1.300,5.993,2.60
87,1.356,182.7,1.310,1.310,6.090,2.62
88,1.371,185.4,1.320,1.320,6.180,2.64
89,1.387,188.2,1.340,1.340,6.273,2.68
90,1.403,190.8,1.350,1.350,6.360,2.70
91,1.419,193.5,1.370,1.370,6.450,2.74
92,1.435,196.1,1.380,1.380,6.537,2.76
93,1.451,198.6,1.400,1.400,6.620,2.80
94,1.467,201.2,1.410,1.410,6.707,2.82
95,1.483,203.8,1.430,1.430,6.793,2.86
96,1.499,206.3,1.440,1.440,6.877,2.88
97,1.515,208.8,1.460,1.460,6.960,2.92
98,1.531,210.8,1.470,1.470,7.027,2.94
99,1.547,213.7,1.490,1.490,7.123,2.98
100,1.563,216.4,1.500,1.500,7.213,3.00
101,1.579,219.1,1.510,1.510,7.303,3.02
102,1.597,221.7,1.530,1.530,7.390,3.06
103,1.612,224.2,1.540,1.540,7.473,3.08
