일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,13.6,0.000,0.060,0.453,0.00
3,0.011,16.3,0.080,0.080,0.543,0.16
4,0.027,19.1,0.090,0.090,0.637,0.18
5,0.043,21.8,0.110,0.110,0.727,0.22
6,0.059,24.3,0.120,0.120,0.810,0.24
7,0.075,26.2,0.140,0.140,0.873,0.28
8,0.091,27.0,0.150,0.150,0.900,0.30
9,0.107,27.2,0.170,0.170,0.907,0.34
10,0.123,27.3,0.180,0.180,0.910,0.36
11,0.139,27.7,0.200,0.200,0.923,0.40
12,0.155,28.6,0.210,0.210,0.953,0.42
13,0.171,29.4,0.230,0.230,0.980,0.46
14,0.187,30.3,0.240,0.240,1.010,0.48
15,0.203,31.6,0.260,0.260,1.053,0.52
16,0.219,33.2,0.270,0.270,1.107,0.54
17,0.235,35.1,0.290,0.290,1.170,0.58
18,0.251,35.5,0.300,0.300,1.183,0.60
19,0.268,33.5,0.310,0.310,1.117,0.62
20,0.283,31.9,0.330,0.330,1.063,0.66
21,0.299,31.1,0.340,0.340,1.037,0.68
22,0.316,30.7,0.360,0.360,1.023,0.72
23,0.331,29.9,0.370,0.370,0.997,0.74
24,0.347,29.3,0.390,0.390,0.977,0.78
25,0.363,29.0,0.400,0.400,0.967,0.80
26,0.380,28.8,0.420,0.420,0.960,0.84
27,0.395,28.7,0.430,0.430,0.957,0.86
28,0.411,28.6,0.450,0.450,0.953,0.90
29,0.427,28.6,0.460,0.460,0.953,0.92
30,0.444,28.6,0.480,0.480,0.953,0.96
31,0.460,28.6,0.490,0.490,0.953,0.98
32,0.476,28.8,0.510,0.510,0.960,1.02
33,0.492,29.1,0.520,0.520,0.970,1.04
34,0.507,29.7,0.530,0.530,0.990,1.06
35,0.523,30.4,0.550,0.550,1.013,1.10
36,0.539,31.0,0.560,0.560,1.033,1.12
37,0.555,32.5,0.580,0.580,1.083,1.16
38,0.571,34.5,0.590,0.590,1.150,1.18
39,0.587,36.8,0.610,0.610,1.227,1.22
40,0.603,39.3,0.620,0.620,1.310,1.24
41,0.619,41.9,0.640,0.640,1.397,1.28
42,0.635,44.6,0.650,0.650,1.487,1.30
43,0.651,47.3,0.670,0.670,1.577,1.34
44,0.667,50.1,0.680,0.680,1.670,1.36
45,0.683,52.9,0.700,0.700,1.763,1.40
46,0.699,55.7,0.710,0.710,1.857,1.42
47,0.715,58.5,0.730,0.730,1.950,1.46
48,0.731,61.3,0.740,0.740,2.043,1.48
49,0.747,63.3,0.750,0.750,2.110,1.50
50,0.763,66.1,0.770,0.770,2.203,1.54
51,0.779,69.3,0.780,0.780,2.310,1.56
52,0.795,72.4,0.800,0.800,2.413,1.60
53,0.811,75.3,0.810,0.810,2.510,1.62
54,0.828,78.1,0.830,0.830,2.603,1.66
55,0.843,81.0,0.840,0.840,2.700,1.68
56,0.859,83.7,0.860,0.860,2.790,1.72
57,0.875,86.5,0.870,0.870,2.883,1.74
58,0.891,89.2,0.890,0.890,2.973,1.78
59,0.907,91.9,0.900,0.900,3.063,1.80
60,0.923,94.6,0.920,0.920,3.153,1.84
61,0.939,97.3,0.930,0.930,3.243,1.86
62,0.955,99.9,0.940,0.940,3.330,1.88
63,0.971,101.2,0.960,0.960,3.373,1.92
64,0.988,104.2,0.970,0.970,3.473,1.94
65,1.003,107.3,0.990,0.990,3.577,1.98
66,1.019,110.2,1.000,1.000,3.673,2.00
67,1.035,113.0,1.020,1.020,3.767,2.04
68,1.051,115.7,1.030,1.030,3.857,2.06
69,1.067,118.3,1.050,1.050,3.943,2.10
70,1.083,120.9,1.060,1.060,4.030,2.12
71,1.099,123.4,1.080,1.080,4.113,2.16
72,1.115,125.9,1.090,1.090,4.197,2.18
73,1.132,128.4,1.110,1.110,4.280,2.22
74,1.148,130.8,1.120,1.120,4.360,2.24
75,1.163,133.2,1.130,1.130,4.440,2.26
76,1.179,135.6,1.150,1.150,4.520,2.30
77,1.195,137.5,1.160,1.160,4.583,2.32
78,1.212,140.3,1.180,1.180,4.677,2.36
79,1.227,142.9,1.190,1.190,4.763,2.38
80,1.244,145.5,1.210,1.210,4.850,2.42
81,1.259,147.9,1.220,1.220,4.930,2.44
82,1.275,150.3,1.240,1.240,5.010,2.48
83,1.291,152.7,1.250,1.250,5.090,2.50
84,1.308,155.0,1.270,1.270,5.167,2.54
85,1.323,157.3,1.280,1.280,5.243,2.56
86,1.340,159.7,1.290,1.290,5.323,2.58
87,1.356,162.0,1.310,1.310,5.400,2.62
88,1.371,164.3,1.320,1.320,5.477,2.64
89,1.388,166.6,1.340,1.340,5.553,2.68
90,1.403,167.7,1.350,1.350,5.590,2.70
91,1.419,170.3,1.370,1.370,5.677,2.74
92,1.436,173.0,1.380,1.380,5.767,2.76
93,1.451,175.5,1.400,1.400,5.850,2.80
94,1.468,177.9,1.410,1.410,5.930,2.82
95,1.484,180.3,1.430,1.430,6.010,2.86
96,1.499,182.5,1.440,1.440,6.083,2.88
97,1.516,184.7,1.460,1.460,6.157,2.92
98,1.532,186.9,1.470,1.470,6.230,2.94
99,1.548,189.0,1.480,1.480,6.300,2.96
100,1.563,191.0,1.500,1.500,6.367,3.00
101,1.580,193.1,1.510,1.510,6.437,3.02
102,1.596,195.1,1.530,1.530,6.503,3.06
103,1.611,197.1,1.540,1.540,6.570,3.08
