일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,14.5,0.000,0.070,0.483,0.00
3,0.009,17.4,0.080,0.080,0.580,0.16
4,0.026,20.4,0.100,0.100,0.680,0.20
5,0.043,22.5,0.110,0.110,0.750,0.22
6,0.058,25.7,0.130,0.130,0.857,0.26
7,0.074,28.3,0.140,0.140,0.943,0.28
8,0.090,29.9,0.160,0.160,0.997,0.32
9,0.106,30.6,0.170,0.170,1.020,0.34
10,0.122,31.0,0.190,0.190,1.033,0.38
11,0.138,31.3,0.200,0.200,1.043,0.40
12,0.153,31.6,0.220,0.220,1.053,0.44
13,0.170,31.9,0.230,0.230,1.063,0.46
14,0.186,32.9,0.250,0.250,1.097,0.50
15,0.202,34.3,0.260,0.260,1.143,0.52
16,0.218,36.2,0.280,0.280,1.207,0.56
17,0.234,38.4,0.290,0.290,1.280,0.58
18,0.250,39.4,0.300,0.300,1.313,0.60
19,0.267,37.7,0.320,0.320,1.257,0.64
20,0.283,35.6,0.330,0.330,1.187,0.66
21,0.298,34.3,0.350,0.350,1.143,0.70
22,0.314,33.4,0.360,0.360,1.113,0.72
23,0.330,33.1,0.380,0.380,1.103,0.76
24,0.346,32.9,0.390,0.390,1.097,0.78
25,0.363,32.7,0.410,0.410,1.090,0.82
26,0.378,32.5,0.420,0.420,1.083,0.84
27,0.393,32.4,0.440,0.440,1.080,0.88
28,0.410,32.2,0.450,0.450,1.073,0.90
29,0.425,32.2,0.470,0.470,1.073,0.94
30,0.442,32.1,0.480,0.480,1.070,0.96
31,0.458,32.1,0.500,0.500,1.070,1.00
32,0.475,32.0,0.510,0.510,1.067,1.02
33,0.490,32.0,0.520,0.520,1.067,1.04
34,0.506,32.0,0.540,0.540,1.067,1.08
35,0.522,32.0,0.550,0.550,1.067,1.10
36,0.538,32.2,0.570,0.570,1.073,1.14
37,0.555,32.7,0.580,0.580,1.090,1.16
38,0.570,33.7,0.600,0.600,1.123,1.20
39,0.586,34.8,0.610,0.610,1.160,1.22
40,0.602,36.3,0.630,0.630,1.210,1.26
41,0.618,38.4,0.640,0.640,1.280,1.28
42,0.634,40.8,0.660,0.660,1.360,1.32
43,0.650,43.5,0.670,0.670,1.450,1.34
44,0.666,46.3,0.690,0.690,1.543,1.38
45,0.683,48.5,0.700,0.700,1.617,1.40
46,0.699,51.6,0.720,0.720,1.720,1.44
47,0.715,55.1,0.730,0.730,1.837,1.46
48,0.730,58.4,0.740,0.740,1.947,1.48
49,0.746,61.6,0.760,0.760,2.053,1.52
50,0.762,64.8,0.770,0.770,2.160,1.54
51,0.779,67.9,0.790,0.790,2.263,1.58
52,0.794,70.9,0.800,0.800,2.363,1.60
53,0.810,73.9,0.820,0.820,2.463,1.64
54,0.826,76.8,0.830,0.830,2.560,1.66
55,0.842,79.7,0.850,0.850,2.657,1.70
56,0.858,82.6,0.860,0.860,2.753,1.72
57,0.874,85.5,0.880,0.880,2.850,1.76
58,0.890,88.3,0.890,0.890,2.943,1.78
59,0.907,90.4,0.910,0.910,3.013,1.82
60,0.922,93.6,0.920,0.920,3.120,1.84
61,0.938,96.7,0.930,0.930,3.223,1.86
62,0.954,99.8,0.950,0.950,3.327,1.90
63,0.970,102.8,0.960,0.960,3.427,1.92
64,0.986,105.7,0.980,0.980,3.523,1.96
65,1.002,108.5,0.990,0.990,3.617,1.98
66,1.018,111.3,1.010,1.010,3.710,2.02
67,1.034,114.1,1.020,1.020,3.803,2.04
68,1.050,116.8,1.040,1.040,3.893,2.08
69,1.066,119.6,1.050,1.050,3.987,2.10
70,1.082,122.3,1.070,1.070,4.077,2.14
71,1.098,125.0,1.080,1.080,4.167,2.16
72,1.114,127.0,1.100,1.100,4.233,2.20
73,1.130,129.7,1.110,1.110,4.323,2.22
74,1.147,132.7,1.120,1.120,4.423,2.24
75,1.162,135.6,1.140,1.140,4.520,2.28
76,1.179,138.5,1.150,1.150,4.617,2.30
77,1.194,141.2,1.170,1.170,4.707,2.34
78,1.210,143.8,1.180,1.180,4.793,2.36
79,1.227,146.4,1.200,1.200,4.880,2.40
80,1.242,149.0,1.210,1.210,4.967,2.42
81,1.259,151.5,1.230,1.230,5.050,2.46
82,1.274,154.0,1.240,1.240,5.133,2.48
83,1.291,156.5,1.260,1.260,5.217,2.52
84,1.307,159.0,1.270,1.270,5.300,2.54
85,1.323,161.4,1.280,1.280,5.380,2.56
86,1.338,162.6,1.300,1.300,5.420,2.60
87,1.355,165.3,1.310,1.310,5.510,2.62
88,1.370,168.1,1.330,1.330,5.603,2.66
89,1.386,170.7,1.340,1.340,5.690,2.68
90,1.403,173.2,1.360,1.360,5.773,2.72
91,1.419,175.5,1.370,1.370,5.850,2.74
92,1.434,177.9,1.390,1.390,5.930,2.78
93,1.450,180.2,1.400,1.400,6.007,2.80
94,1.466,182.4,1.420,1.420,6.080,2.84
95,1.483,184.6,1.430,1.430,6.153,2.86
96,1.499,186.8,1.450,1.450,6.227,2.90
97,1.515,189.0,1.460,1.460,6.300,2.92
98,1.531,191.2,1.470,1.470,6.373,2.94
99,1.546,192.8,1.490,1.490,6.427,2.98
100,1.563,194.5,1.500,1.500,6.483,3.00
101,1.578,197.1,1.520,1.520,6.570,3.04
102,1.595,199.5,1.530,1.530,6.650,3.06
103,1.610,201.8,1.550,1.550,6.727,3.10
